customer Code	Item Code	Date	Qty	Val
351324	RN1476	16062019	2	67.50000
363004	RN1476	16062019	5	33.75000
363004	RN2702	16062019	10	67.50000
363004	rr1509	16062019	5	33.75000
363004	RR1541	16062019	3	33.75000
363004	RN1660	16062019	5	135.00000
363004	RN1660	17062019	10	33.75000
363004	RR1541	17062019	1	33.75000
363004	RN2109	17062019	1	33.75000
363004	RN1476	17062019	2	33.75000
363004	rr1509	17062019	2	67.50000
224121	RN1505	17062019	5	33.75000
222147	RN1655	17062019	2	67.50000
222194	RN1507	17062019	4	33.75000
222009	RN1556	18062019	2	33.75000
332153	RN1505	18062019	2	67.50000
211016	RR1050	18062019	2	101.25000
211016	RN1654	18062019	10	33.75000
211016	RN1505	18062019	3	135.00000
211016	RR1051	18062019	2	33.75000
211016	RN2111	18062019	2	33.75000
211016	RR1674	18062019	3	33.75000
211016	RN1566	18062019	2	33.75000
211016	RN2110	18062019	3	67.50000
211016	RN2109	18062019	10	33.75000
211016	RR1715	18062019	1	67.50000
211016	RR1669	18062019	1	67.50000
211016	rr1509	18062019	1	33.75000
211016	RN1655	18062019	5	33.75000
211016	RN1507	18062019	2	33.75000
211016	RN1476	18062019	3	67.50000
211016	RR1659	18062019	2	33.75000
351169	rr1509	19062019	30	101.25000
351169	RN1476	19062019	1	337.50000
321320	RN1476	19062019	5	67.50000
341038	RN1655	22062019	5	101.25000
341038	RN2109	22062019	8	101.25000
341038	RN1502	22062019	2	135.00000
225120	RN1507	22062019	120	67.50000
132248	RN1551	22062019	2	33.75000
131371	RN1502	22062019	10	67.50000
131371	rr1509	22062019	10	33.75000
213021	RN2110	22062019	2	168.75000
213021	RN2109	22062019	5	33.75000
213021	RN1556	22062019	10	67.50000
213021	RN1476	22062019	2	33.75000
213021	rr1572	22062019	5	33.75000
213021	RN1551	22062019	3	337.50000
213021	RN2111	22062019	2	33.75000
213021	RN1455	22062019	1	101.25000
213021	RN1655	22062019	1	135.00000
213021	RN1507	22062019	3	67.50000
213021	RR1690	22062019	3	67.50000
123038	RN1476	22062019	2	67.50000
123038	RN1556	22062019	3	33.75000
131061	rr1576	22062019	1	67.50000
342600	RN1476	22062019	3	67.50000
224589	RN1655	22062019	5	33.75000
363092	RN1507	23062019	3	33.75000
341707	RN1655	23062019	0	101.25000
341871	RN1655	23062019	2	33.75000
222013	RN1502	23062019	3	33.75000
222064	rr1509	24062019	1	67.50000
351288	RN1476	24062019	1	67.50000
362459	RN1654	24062019	5	67.50000
222015	RR1690	24062019	2	168.75000
224225	RN2702	24062019	4	33.75000
224225	RN1455	24062019	3	67.50000
224225	RN2109	24062019	6	168.75000
224225	RN1457	24062019	1	33.75000
222015	RN1661	25062019	6	33.75000
131522	RN1655	25062019	3	168.75000
131423	RN1655	25062019	3	168.75000
133153	RN1655	25062019	2	33.75000
133191	RN1655	26062019	5	33.75000
362132	RN1654	01072019	3	67.50000
321225	RN1551	01072019	3	33.75000
321225	RN1655	01072019	2	33.75000
321225	RN1505	01072019	3	675.00000
363135	RN1655	01072019	5	101.25000
342106	RN1711	01072019	5	33.75000
363532	RN1654	01072019	1	168.75000
363532	RN1655	01072019	3	67.50000
362427	RN1654	01072019	30	33.75000
352198	rr1509	01072019	2	67.50000
351288	RN1551	01072019	2	202.50000
311707	RN1654	01072019	2	67.50000
362262	RN1505	01072019	15	67.50000
351288	RN1506	01072019	2	337.50000
222119	RN1556	01072019	1	101.25000
224187	RN1655	01072019	2	67.50000
224121	RN1556	01072019	1	33.75000
224121	RN1505	01072019	2	67.50000
351190	RN1551	01072019	1	33.75000
212033	RN1551	01072019	5	101.25000
212033	RN1455	01072019	2	337.50000
311096	RN1476	01072019	2	67.50000
332035	RN1476	01072019	2	168.75000
816106	RN1654	01072019	3	33.75000
222119	RN1655	01072019	1	67.50000
231096	RN1507	01072019	5	168.75000
222194	RN1476	01072019	2	33.75000
222194	RN1556	01072019	3	101.25000
222223	RN1551	01072019	4	33.75000
222223	RN1556	01072019	2	33.75000
222223	RN1507	01072019	3	33.75000
222223	RN1655	01072019	20	168.75000
341583	RN2110	01072019	13	101.25000
341583	rr1527	01072019	1	337.50000
341583	RN1655	01072019	2	33.75000
352210	RN1556	01072019	10	101.25000
352210	RN1551	01072019	5	67.50000
363174	RN2110	01072019	2	33.75000
361032	RN1455	01072019	5	67.50000
352089	RN1655	01072019	1	33.75000
331154	RN1502	01072019	3	67.50000
331368	RN1556	01072019	2	33.75000
341003	RN1455	01072019	2	67.50000
321004	RN1556	01072019	5	202.50000
321004	RN1711	01072019	2	33.75000
214016	RN1507	01072019	3	33.75000
222009	RN1551	01072019	2	33.75000
222009	RN1556	01072019	2	33.75000
342148	RR1475	01072019	20	33.75000
363591	RN1507	01072019	4	33.75000
831114	RN1507	01072019	3	168.75000
362083	RN1654	01072019	177	33.75000
224146	RN1654	01072019	2	33.75000
363139	RN1654	01072019	5	675.00000
231070	RN1654	01072019	2	33.75000
363092	RN1655	01072019	5	202.50000
363092	RN1654	01072019	5	67.50000
311278	RN1655	01072019	3	33.75000
311278	RN1654	01072019	10	33.75000
342454	RN1655	01072019	2	33.75000
363222	RN1505	01072019	2	101.25000
321075	RN1556	01072019	5	33.75000
311430	RN1502	01072019	1	33.75000
311430	RN1476	01072019	2	33.75000
331135	RN1551	01072019	1	33.75000
364137	RN1507	01072019	1	33.75000
364137	RR1690	01072019	2	33.75000
364137	RN1655	01072019	2	67.50000
364137	RN1476	01072019	3	67.50000
364137	RN1556	01072019	1	101.25000
364137	RN2109	01072019	3	67.50000
364137	RR1713	01072019	1	33.75000
364137	RN1455	01072019	3	67.50000
364137	RN1551	01072019	1	33.75000
768021	R1506	11062019	6	67.50000
726111	RR1506	01062019	5	67.50000
756010	RN1551	04062019	1	101.25000
729011	RN1566	01062019	3	33.75000
729023	RN1506	09062019	3	33.75000
745035	RN1711	09062019	3	168.75000
748032	RN1661	16062019	1	67.50000
748032	RN1586	16062019	1	67.50000
731206	RR1715	09062019	2	67.50000
751004	RR2118	09062019	1	33.75000
751004	RR2119	09062019	2	101.25000
751040	r1906	13062019	2	337.50000
744039	RR1051	12062019	5	67.50000
744039	rr1473	12062019	2	33.75000
744039	RR1050	12062019	2	33.75000
782035	RN2702	11062019	200	33.75000
782035	rr1572	11062019	2	33.75000
782035	RN2109	11062019	1	33.75000
782035	RN1660	11062019	3	33.75000
782035	RN1455	11062019	2	33.75000
733004	RR1716	11062019	1	67.50000
782005	RR1671	13062019	1	33.75000
731140	RN1551	19062019	1	33.75000
741156	RN1502	18062019	3	168.75000
744044	rr1473	26062019	1	33.75000
744013	RN1551	22062019	10	33.75000
785071	RN1507	24062019	1	168.75000
748060	RR118	25062019	2	67.50000
766034	RN1711	25062019	10	337.50000
755056	R2108	27062019	5	67.50000
772347	RN1556	01062019	3	33.75000
761399	RN1476	01062019	1	33.75000
751033	RN1507	01062019	17	168.75000
736124	rr1572	01062019	10	33.75000
741156	RN1654	01062019	10	135.00000
741156	RN1655	01062019	1	101.25000
741156	rr1572	01062019	2	0.00000
782014	RN1711	01062019	20	33.75000
782014	RN1660	01062019	5	67.50000
731362	RR2119	01062019	10	33.75000
772174	rr1509	01062019	75	67.50000
768020	RN1507	01062019	3	67.50000
772118	rr1572	01062019	3	33.75000
748043	RR1669	01062019	3	168.75000
745035	RN1660	01062019	5	33.75000
745035	RN1505	01062019	2	67.50000
736039	RN1476	01062019	2	168.75000
736043	RN1476	01062019	40	168.75000
744039	RN1556	01062019	2	33.75000
764001	RN2110	01062019	2	168.75000
764001	RN1551	01062019	1	33.75000
836072	RN1507	01062019	5	168.75000
836072	RN1660	01062019	1	33.75000
836072	RN1505	01062019	5	101.25000
836072	RN1661	01062019	1	67.50000
836072	RN1506	01062019	1	33.75000
836072	rr1527	01062019	3	33.75000
836072	rr1572	01062019	10	67.50000
769084	rr1572	01062019	10	33.75000
768016	RR1716	01062019	100	33.75000
745035	RN1507	01062019	2	67.50000
732033	RN1551	02062019	3	77.62500
727036	RN1655	02062019	1	194.06250
724004	RN1476	02062019	1	116.43750
724004	RN1507	02062019	2	77.62500
777002	RN2109	02062019	3	15525.00000
777002	RR2602	02062019	2	116.43750
777002	RN1556	02062019	1	116.43750
777002	RN1655	02062019	1	77.62500
777002	RN1711	02062019	5	77.62500
731314	RN1476	02062019	3	38.81250
751012	RN1455	02062019	2	77.62500
765141	RN2110	02062019	2	77.62500
765141	RN1507	02062019	3	38.81250
748032	RN1455	02062019	2	38.81250
765101	RN1476	02062019	0	77.62500
765101	RN1507	02062019	5	116.43750
765101	RN1660	02062019	1	155.25000
731197	RN1551	02062019	2	38.81250
731262	RN1505	03062019	2	38.81250
723098	RN1654	03062019	2	38.81250
723098	RN1655	03062019	3	194.06250
763039	RN1660	03062019	1	38.81250
764021	RR1669	03062019	3	194.06250
772174	RN1556	03062019	1	77.62500
772174	RN1507	03062019	2	77.62500
775012	RR1713	03062019	1	38.81250
775045	rr1572	03062019	5	116.43750
775029	RN1556	03062019	6	38.81250
775029	RN1457	03062019	2	38.81250
744301	RN1711	03062019	4	194.06250
744301	rr1572	03062019	1	38.81250
751069	RR1716	03062019	1	38.81250
751069	RN1556	03062019	2	38.81250
751069	rr1572	03062019	1	116.43750
751069	RN1455	03062019	1	194.06250
745035	RN1711	03062019	2	77.62500
727143	RN1505	03062019	2	38.81250
729058	RN1507	03062019	2	38.81250
729058	rr1527	03062019	1	116.43750
729058	RN1556	03062019	2	155.25000
772002	RN1556	03062019	1	388.12500
772002	rr1572	03062019	1	38.81250
772002	RN1455	03062019	5	155.25000
772002	rr1509	03062019	2	116.43750
772002	RN1551	03062019	3	77.62500
744044	RN1476	03062019	1	38.81250
748043	RN2702	04062019	3	38.81250
735031	RN1655	04062019	2	38.81250
729023	RN1506	04062019	2	155.25000
749028	RR1715	08062019	10	155.25000
773061	RN1586	08062019	16	194.06250
773061	RN1455	08062019	2	38.81250
773061	RR1715	08062019	50	155.25000
772174	RN1457	08062019	2	38.81250
772174	RN1476	08062019	3	38.81250
734003	RN1476	08062019	3	77.62500
774089	RR1671	08062019	3	38.81250
736124	RN2110	08062019	5	194.06250
727002	RN1505	08062019	5	38.81250
765097	rr1509	08062019	1	77.62500
765097	RN1507	08062019	1	38.81250
748043	RN2702	08062019	1	77.62500
748043	RN2111	08062019	4	0.00000
783001	RR1716	08062019	10	14748.75000
745035	RN1457	08062019	2	77.62500
746010	RN1586	08062019	2	38.81250
727134	RN1505	08062019	2	38.81250
725065	RN1476	08062019	2	38.81250
728061	RN1551	08062019	160	77.62500
728061	RN1586	08062019	5	77.62500
778258	RN1455	08062019	2	38.81250
778258	rr1572	08062019	3	38.81250
778258	RN1507	08062019	3	38.81250
778258	RN1505	08062019	1	77.62500
744025	RN2702	09062019	2	310.50000
744025	RN1507	09062019	2	38.81250
752045	RN1551	09062019	2	194.06250
722045	RN1655	09062019	2	77.62500
752161	RN1476	09062019	3	38.81250
723098	rr1572	09062019	3	776.25000
776044	RR1716	09062019	3	310.50000
751004	RR2602	09062019	3	38.81250
773074	RR1671	09062019	3	38.81250
741192	RN1476	10062019	5	77.62500
741192	RN1505	10062019	5	38.81250
782035	rr1572	10062019	1	38.81250
782035	RN2109	10062019	1	38.81250
782035	RN2702	10062019	1	38.81250
782035	RN1455	10062019	2	38.81250
782035	RN1660	10062019	10	116.43750
782035	RN1507	10062019	2	77.62500
782035	RN1505	10062019	5	9.31500000
725067	RN1476	10062019	5	77.62500
725067	RN1586	10062019	10	116.43750
725183	RN1507	10062019	1	77.62500
725183	RN1661	10062019	5	116.43750
725183	RN1660	10062019	3	38.81250
723156	RN1476	10062019	2	77.62500
723156	RN1505	10062019	5	155.25000
748032	rr1572	10062019	3	38.81250
725165	RN1551	10062019	5	38.81250
722038	RN1507	10062019	5	38.81250
776046	RN1476	10062019	1	77.62500
769126	RN1505	10062019	1	698.62500
731355	RN1476	10062019	5	77.62500
774089	RN1476	11062019	5	77.62500
782035	RN1660	11062019	2	38.81250
782035	RN2109	11062019	1	38.81250
782035	RN2702	11062019	10	116.43750
782035	RN1455	11062019	10	38.81250
