State Fiscal Year End Date,Operator Name,Total Inspections,Failed Inspections,Operator ID,City,Region,Day,Month,Year
7/6/1905,STEPHANIE'S_SERVICE_INC,5,1,5185,Flushing,11,6,7,1905
7/6/1905,STEPPING_STONES_EARLY_LERN_CTR_INC.,1,1,5186,Milton,8,6,7,1905
7/6/1905,STERLING_COACH_USA_LLC,2,1,5187,Brooklyn,11,6,7,1905
7/6/1905,STEUBEN_CO._CHAPTER_NYSARC,20,5,5188,Bath,4,6,7,1905
7/6/1905,ST._FRANCIS_HIGH_SCHOOL,5,1,5189,Athol Springs,5,6,7,1905
7/6/1905,ST._FRANCIS_PREP,14,2,5190,Fresh Meadows,11,6,7,1905
7/6/1905,STILLWATER_CENTRAL_SCHOOL,67,7,5192,Stillwater,1,6,7,1905
7/6/1905,ST_JOSEPH_BY-THE-SEA_HIGH_SCHOOL,2,2,5195,Staten Island,11,6,7,1905
7/6/1905,ST_JOSEPH_SCHOOL_FOR_THE_DEAF,2,1,5196,Bronx,11,6,7,1905
7/6/1905,ST_LAWRENCE_CENTRAL_SCHOOL,53,4,5198,Brasher Falls,3,6,7,1905
7/6/1905,ST_LAWRENCE_COUNTY_ARC,62,14,5200,Canton,3,6,7,1905
7/6/1905,STOCKBRIDGE_VALLEY_CENTRAL_SCH,41,4,5206,Munnsville,2,6,7,1905
7/6/1905,STORM_KING_SCHOOL,13,2,5207,Cornwall,8,6,7,1905
7/6/1905,ST._RAYMOND,4,1,5210,Bronx,8,6,7,1905
7/6/1905,ST._REGIS_FALLS_CENTRAL_SCHOOL,18,3,5211,St. Regis Falls,3,6,7,1905
7/6/1905,STUDENT_BUS_CO._INC.,228,27,5213,Spring Valley,8,6,7,1905
7/6/1905,STUDENT_BUS_CO_LLC,66,3,5214,Spring Valley,8,6,7,1905
7/6/1905,STUDENT_TRANSPORTATION_OF_AMERICA,98,2,5215,Buffalo,5,6,7,1905
7/6/1905,SUBURBAN_BUS_TRANSP.,150,2,5216,Bellmore,10,6,7,1905
7/6/1905,SUBURBAN_TRANS._SERVICE,59,1,5219,East Syracuse,3,6,7,1905
7/6/1905,SUFFOLK__BUS__CORP,324,9,5220,Ronkonkoma,10,6,7,1905
7/6/1905,SUFFOLK_BUS_CORP.,120,1,5221,Bayshore,10,6,7,1905
7/6/1905,SUFFOLK_TRANSPORTATION_SER,313,12,5223,Coram,10,6,7,1905
7/6/1905,SUFFOLK_TRANSPORTATION_SERVICE,1382,47,5224,Bayshore,10,6,7,1905
7/6/1905,SUFFOLK__TRANSP._SERVICE,794,34,5225,Ronkonkoma,10,6,7,1905
7/6/1905,SULLIVAN_CO._BOCES,22,1,5226,Liberty,8,6,7,1905
7/6/1905,SUMMIT_EDUCATIONAL_RESOURCES,10,2,5229,Getzville,5,6,7,1905
7/6/1905,SUNLIGHT_AMBULETTE_INC.,19,7,5230,Port Chester,8,6,7,1905
7/6/1905,SUNNY_DAYS_TRANSPORTATION,2,1,5231,Glendale,11,6,7,1905
7/6/1905,SUNRISE_BUSSES_INC,155,6,5233,Greenport,10,6,7,1905
7/6/1905,SUNRISE_COACH_LINES,54,5,5234,Greenport,10,6,7,1905
7/6/1905,SUNSET_SERVICE_TRANSPORTATION_INC,41,4,5235,Brooklyn,11,6,7,1905
7/6/1905,SUNSHINE_CAMP_CORP.,14,9,5236,Yaphank,10,6,7,1905
7/6/1905,"SUNSHINE_TRANSPORTATION,_INC.",26,2,5238,Brooklyn,11,6,7,1905
7/6/1905,SUPERIOR_AMBULETTE_INC.,10,1,5240,Brewster,8,6,7,1905
7/6/1905,SUPERTRANS_NY_INC,295,44,5242,Yonkers,8,6,7,1905
7/6/1905,SUPPORT_TRANSPORTATION_INC.,23,2,5243,Brooklyn,11,6,7,1905
7/6/1905,SUSQUEHANNA_VALLEY_CS,88,1,5245,Conklin,2,6,7,1905
7/6/1905,SWARTHOUT_COACHES,26,1,5246,Ithaca,3,6,7,1905
7/6/1905,SWEET_HOME_CENTRAL_SCHOOL,180,7,5247,Amherst,5,6,7,1905
7/6/1905,TACONIC_HILLS_CENTRAL_SCHOOL,63,1,5250,Craryville,1,6,7,1905
7/6/1905,TALMUD_TORAH_D'CHASIDEI_OF_MONSEY,6,3,5252,Monsey,8,6,7,1905
7/6/1905,TALMUD_TORAH_IMERI_CHAIM,25,1,5254,Brooklyn,11,6,7,1905
7/6/1905,TALMUD_TORAH_OF_KASHO,9,1,5255,Brooklyn,11,6,7,1905
7/6/1905,TALMUD_TORAH_OHR_MOSHE,6,1,5256,Brooklyn,11,6,7,1905
7/6/1905,TAMAR_TRANSPORTATION_INC,36,1,5260,Brooklyn,11,6,7,1905
7/6/1905,TAMU_ESSENTIALS_LLC.,2,2,5261,Elmont,11,6,7,1905
7/6/1905,TAXI_TOURS,10,4,5264,New York,11,6,7,1905
7/6/1905,TAXI_UNLIMITED_INC.,2,1,5265,Niagara Falls,5,6,7,1905
7/6/1905,TC_HUDSON_VALLEY_AMB_CORP_DBA_TRANS,2,1,5267,Poughkeepsie,8,6,7,1905
7/6/1905,TC_PARATRANSIT,449,8,5268,Brooklyn,11,6,7,1905
7/6/1905,"T_&_C_TOURS,_INC.",2,1,5269,Brentwood,10,6,7,1905
7/6/1905,TEAM_SERVICES_INC.,31,4,5271,Jamestown,5,6,7,1905
7/6/1905,TEJET_EXPRESS_TRANSPORTATION,33,2,5272,Brooklyn,11,6,7,1905
7/6/1905,TEMANA_ASSOCIATES_INC.,49,1,5273,Far Rockaway,11,6,7,1905
7/6/1905,TERP'S_ENTERPRISES_INC,37,5,5274,Horseheads,4,6,7,1905
7/6/1905,"TERRY'S_BUS_TRANSPORTATION,_INC.",14,1,5275,New York,8,6,7,1905
7/6/1905,T.G.C._TRANSPORTATION,10,4,5276,White Plains,8,6,7,1905
7/6/1905,THE_AMAYA_BUS,3,2,5279,Inwood,11,6,7,1905
7/6/1905,THE_BUFFALO_ACADEMY_OF_THE_SACRED,2,1,5280,Eggertsville,5,6,7,1905
7/6/1905,THE_BUFFALO_SEMINARY,6,2,5281,Buffalo,5,6,7,1905
7/6/1905,THE_CITY_OF_POUGHKEEPSIE,16,3,5282,Poughkeepsie,8,6,7,1905
7/6/1905,THE_GIDDY_UP_EXPRESS_LLC,1,1,5284,Albany,1,6,7,1905
7/6/1905,THE_GUIDING_STAR_TRANSPORTATION_LLC,6,1,5285,Elmsford,8,6,7,1905
7/6/1905,THE_HARLEY_SCHOOL,6,3,5287,Rochester,4,6,7,1905
7/6/1905,THE_HARVEY_SCHOOL,9,3,5288,Katonah,8,6,7,1905
7/6/1905,THE_KILDONAN_SCHOOL,18,2,5290,Amenia,8,6,7,1905
7/6/1905,THELMA_WILLIAMS_TRANS.,9,4,5292,Rosedale,11,6,7,1905
7/6/1905,THE_MASTERS_COACH,50,1,5293,Wallkill,8,6,7,1905
7/6/1905,THE_MASTERS_SCHOOL,11,1,5294,Dobbs Ferry,8,6,7,1905
7/6/1905,THE_STONYBROOK_SCHOOL,24,1,5303,Stony Brook,10,6,7,1905
7/6/1905,THE_URSULINE_SCHOOL,10,2,5304,New Rochelle,8,6,7,1905
7/6/1905,THG_TRANSPORT_INC,3,2,5305,West Chester,11,6,7,1905
7/6/1905,"THOMAS_BUSES,_INC.",62,6,5306,Brooklyn,11,6,7,1905
7/6/1905,THOUSAND_ISLAND_EMERGENCY_RESCUE_SE,1,1,5307,Clayton,3,6,7,1905
7/6/1905,THOUSAND_ISLANDS_C.S,52,1,5308,Clayton,3,6,7,1905
7/6/1905,TICONDEROGA_CENTRAL_SCHOOL,45,1,5309,Ticonderoga,1,6,7,1905
7/6/1905,TIFERES_YOCHONON_OF_KARLIN_STOLIN,11,1,5310,Brooklyn,11,6,7,1905
7/6/1905,TINY_TREASURES_DAY_CARE,2,1,5312,Kenmore,5,6,7,1905
7/6/1905,TIOGA_CENTRAL_SCHOOL_DISTRICT,57,1,5313,Tioga Center,2,6,7,1905
7/6/1905,"TIOGA_TRANSPORT,INC.",26,3,5315,Owego,2,6,7,1905
7/6/1905,TLC_LIMO,2,1,5318,Elmira,4,6,7,1905
7/6/1905,TLC_MEDICAL_TRANSPORTATION,31,6,5320,Syracuse,3,6,7,1905
7/6/1905,"TLCM,_LLC",200,4,5321,Bayport,10,6,7,1905
7/6/1905,TLC_TRANSPORTATION_CORP_OF_WESTCHES,90,9,5323,Yonkers,8,6,7,1905
7/6/1905,T.N.T._TRANSPORTATION_INC,1,1,5325,Staten Island,11,6,7,1905
7/6/1905,TODAY'S_LIMOUSINE,20,3,5326,Watervliet,1,6,7,1905
7/6/1905,TODDLER_PARK_DAY_CARE,10,2,5327,Mount Vernon,8,6,7,1905
7/6/1905,TOLDOS_MEIR_INC.,6,2,5329,Brooklyn,11,6,7,1905
7/6/1905,TOMPKINS_CONSOLIDATED_AREA_TRANSIT,109,7,5331,Ithaca,3,6,7,1905
7/6/1905,TOMS_TRANSPORTATION_SERVICE_INC.,8,3,5332,Scarsdale,8,6,7,1905
7/6/1905,TOP_CLASS_COACH_INC.,11,3,5335,Yonkers,8,6,7,1905
7/6/1905,TOP_HAT_LIMOUSINE_INC,6,2,5337,Brooklyn,11,6,7,1905
7/6/1905,"TOP_LINE_TRANSPORT,_LLC",17,2,5338,Ronkonkoma,10,6,7,1905
7/6/1905,TORRES_TAE_KWON_DO_INC.,2,2,5342,Clifton Park,1,6,7,1905
7/6/1905,TOWNE_BUS_CORP,85,1,5348,Saint James,10,6,7,1905
7/6/1905,TOWNE_BUS_CORP,78,6,5349,Holtsville,10,6,7,1905
7/6/1905,TOWNE_BUS_CORP,77,4,5350,Holtsville,10,6,7,1905
7/6/1905,TOWNE_BUS_CORP.,125,4,5351,Bayshore,10,6,7,1905
7/6/1905,TOWNE_BUS_CORP_(BEDFORD),220,14,5352,Plainview,8,6,7,1905
7/6/1905,TOWNE_BUS_CORP._(GARDEN_CITY),61,2,5353,Hempstead,10,6,7,1905
7/6/1905,TOWNE_BUS_LLC,140,5,5355,Holtsville,10,6,7,1905
7/6/1905,TOWN_TINKER_TUBE_RENTAL,7,3,5359,Phoenicia,8,6,7,1905
7/6/1905,TRACY_&MALIK'S_BUS_COMPANY,11,3,5361,Laurelton,11,6,7,1905
7/6/1905,TRANSAM_AMBULANCE,17,1,5362,Olean,5,6,7,1905
7/6/1905,"TRANSCARE_NEW_YORK,_INC.",79,8,5365,Brooklyn,11,6,7,1905
7/6/1905,TRANSIT_CONNECTION,14,1,5368,Glens Falls,1,6,7,1905
7/6/1905,TRANSIT_MGT._OF_DUTCHESS_COUNTY,82,10,5369,Poughkeepsie,8,6,7,1905
7/6/1905,TRANSPORTATION_WITH_CARE_AMBULETTE,10,2,5371,Long Beach,10,6,7,1905
7/6/1905,TRANSXPRESS_SERVICES_INC,13,2,5372,Woodside,11,6,7,1905
7/6/1905,TRAVEL_BY_SUPERIOR_INC.,2,1,5373,Brooklyn,11,6,7,1905
7/6/1905,TRI_CITY_TOURS/AMBULETTE_INC,17,7,5375,Menands,1,6,7,1905
7/6/1905,TRI_COUNTY_AMBULETTE,28,5,5376,Yonkers,8,6,7,1905
7/6/1905,TRINITY_PAWLING_SCH_CORP.,9,1,5379,Pawling,8,6,7,1905
7/6/1905,TRI-STAR_TRANSPORT_CORP,31,3,5380,Middletown,8,6,7,1905
7/6/1905,TRUMANSBURG_CENTRAL_SCHOOL,61,1,5384,Trumansburg,4,6,7,1905
7/6/1905,T_S_E_LUXURY_TRANSPORTATION_INC.,14,5,5385,Deer Park,10,6,7,1905
7/6/1905,T.T._TASHBAR_NACHLAS_CHAIM_INC,6,2,5388,Monsey,11,6,7,1905
7/6/1905,TUFARO_TRANSIT_CO_INC.,89,3,5390,Brooklyn,11,6,7,1905
7/6/1905,TULLY_CENTRAL_SCHOOL,62,2,5391,Tully,3,6,7,1905
7/6/1905,TUPPER_LAKE_CENTRAL_SCHOOL,44,4,5393,Tupper Lake,3,6,7,1905
7/6/1905,TUR-BUS_TRANSPORTATION_CORP,32,10,5394,Yonkers,8,6,7,1905
7/6/1905,TUXEDO_UNION_FREE_SCHOOL_DISTR,39,6,5400,Tuxedo Park,8,6,7,1905
7/6/1905,TWETY_BUS,7,2,5401,Maspeth,11,6,7,1905
7/6/1905,TWIN_OAKS_COUNTRY_DAY_SCHOOL,36,1,5403,Freeport,10,6,7,1905
7/6/1905,TWINS_AMBULETTE_SERVICE_INC.,10,1,5404,Brooklyn,11,6,7,1905
7/6/1905,TYMPF_CO_INC,20,2,5407,Brooklyn,11,6,7,1905
7/6/1905,ULSTER_CO._AREA_TRANSIT_DBA_UCAT,54,5,5409,Kingston,8,6,7,1905
7/6/1905,ULSTER_CO._COMM._ACTION_COMMIT,11,4,5410,Kingston,8,6,7,1905
7/6/1905,ULTIMATE_ARRIVAL_LLC,4,1,5412,Bridgeport,3,6,7,1905
7/6/1905,UNADILLA_VALLEY_CENTRAL_SCHOOL,58,10,5417,New Berlin,2,6,7,1905
7/6/1905,UNION_ENDICOTT_CENTRAL_SCHOOL,105,1,5420,Endicott,2,6,7,1905
7/6/1905,UNION_FREE_S/D_OF_THE_TARRYTOWNS,103,10,5421,Sleepy Hollow,8,6,7,1905
7/6/1905,UNION_TOURS_EXPRESS_INC,10,4,5424,Bellport,11,6,7,1905
7/6/1905,UNITED_BUS_AND_TRAVEL_INC,17,3,5426,Fresh Meadows,11,6,7,1905
7/6/1905,UNITED_BUS_LLC,132,4,5427,Brooklyn,11,6,7,1905
7/6/1905,UNITED_TALMUDICAL_ACADEMY,111,3,5432,Brooklyn,11,6,7,1905
7/6/1905,UNITED_TALMUDICAL_ACADEMY_OF_MONSEY,35,8,5433,Spring Valley,8,6,7,1905
7/6/1905,UNITED_TALMUDICAL_SEMINARY,17,1,5434,Brooklyn,11,6,7,1905
7/6/1905,UNITY_GREATER_HIGHWAY_CHURCH,3,1,5437,Bayshore,10,6,7,1905
7/6/1905,UNIWORLD_TOURS_INC.,45,5,5441,L.I.C.,11,6,7,1905
7/6/1905,UPPER_ROOM_CHRISTIAN_SCHOOL,3,1,5442,Dix Hills,10,6,7,1905
7/6/1905,UPSTATE_TRANSIT_OF_SARATOGA_LLC,31,2,5443,Saratoga Springs,1,6,7,1905
7/6/1905,"USA_UNITED_FLEET,INC",13,2,5447,Brooklyn,11,6,7,1905
7/6/1905,"USA_UNITED_TRANSIT,_INC.",10,2,5448,Brooklyn,11,6,7,1905
7/6/1905,U.S._TUXEDOS_&_LIMOUSINES_CORP,21,1,5449,Corona,11,6,7,1905
7/6/1905,UTA_OF_BOROUGH_PARK_INC.,62,1,5450,Brooklyn,11,6,7,1905
7/6/1905,U_T_SARATOGA_LLC._NORTHWAY_XPRESS,32,2,5452,Saratoga Springs,1,6,7,1905
7/6/1905,VALET_PARK_OF_AMERICA_(MASS._PARK),8,3,5454,Springfield,1,6,7,1905
7/6/1905,VALLEY_TOURS_LLC,1,1,5457,Danbury,8,6,7,1905
7/6/1905,VALLO_TRANSPORTATION_L.T.D.,158,7,5458,Whitestone,11,6,7,1905
7/6/1905,VALUE_VAN_TAXI_&_CAR_SERVICE,1,1,5460,Saratoga Springs,1,6,7,1905
7/6/1905,VAN_TRANS_LLC,153,2,5462,Bronk,8,6,7,1905
7/6/1905,VANYS_TRANS.,2,1,5463,Elmhurst,11,6,7,1905
7/6/1905,"VARSITY_BUS_CO.,_INC",10,4,5466,Brooklyn,11,6,7,1905
7/6/1905,V&C_TRANSPORTATION,8,1,5467,Far Rockaway,11,6,7,1905
7/6/1905,VEGA_TRANSPORTATION_CO._INC.,16,1,5469,East Elmhurst,11,6,7,1905
7/6/1905,VEL_COACH_INC.,65,4,5470,Nanuet,8,6,7,1905
7/6/1905,VEOLIA_TRANSPORTATION,827,101,5471,Garden City,10,6,7,1905
7/6/1905,VERNON_VERONA_SHERRIL_CS,68,1,5472,Verona,2,6,7,1905
7/6/1905,VESTAL_CENTRAL_SCHOOL,147,3,5473,Vestal,2,6,7,1905
7/6/1905,VETERANS_TRANSPORTATION_CO._INC.,475,49,5474,Valley Stream,10,6,7,1905
7/6/1905,VICTOR_CENTRAL_SCHOOL_DISTRICT,170,6,5475,Victor,4,6,7,1905
7/6/1905,VIP_LIMOUSINE_&_TUXEDO_INC,2,1,5482,Brooklyn,11,6,7,1905
7/6/1905,VISCONTI_BUS_SERVICE_LLC,107,6,5485,Newburgh,8,6,7,1905
7/6/1905,VOLATOUR_INC,8,2,5492,New York,11,6,7,1905
7/6/1905,WADE_TOURS,54,15,5497,Schenectady,1,6,7,1905
7/6/1905,WAH_LUN_TRANSPORTATION_INC,92,10,5498,Brooklyn,11,6,7,1905
7/6/1905,WALKER_BIBLE_BAPTIST_CHURCH,2,1,5500,Hilton,4,6,7,1905
7/6/1905,WALKER_ETERPRISE,7,2,5501,Oswego,3,6,7,1905
7/6/1905,WAPPINGERS_CENTRAL_SCHOOL,507,37,5504,Wappingers Falls,8,6,7,1905
