City,Operator Name
Chester,CHESTER_UNION_FREE_SCHOOL
Nyack,CHILDREN_OF_AMERICA_ED_CHILD_CARE
Macedon,CHILDREN'S_CONTINUOUS_CARE_INC
Liverpool,CHILDRENS_DISCOVERY_CENTER
Lancaster,CHILDRENS_KASTLE
Merrick,CHILDRENS_NEST_INC
Flushing,CHINA_VIP_EXPRESS
Albany,CHRISTIAN_BROTHERS_ACADEMY
Williamsville,CHRISTIAN_CENTRAL_ACADEMY
Middle Village,CHRIST_THE_KING_REGIONAL_H.S.
Larchmont,"CILS,_LTD"
Flushing,CITIED_EXPRESS_INC
Jamaica,"CITIVAN_LINES,_CORP"
Syracuse,"CITY_SCHOOL_DIST._SYRACUSE,_NY"
East Elmshurst,CITY_TRAVEL_NYC_INC
Bronx,CITYWIDE_MOBILE_RESPONSE_CORP
Flushing,CIVIC_EXPRESS_INC
Newark,CJ-MAK_TRANSPORTATION
Watertown,CLEVELAND_SERVICES
Monroe,CLOVE_COACH_LLC
New Rochelle,CLOVIS_COLEY
New York,CLUB_@_EAST_60TH_STREET
Larchmont,CLUB_ELITE_TRANSPORTATION_CORP.
Amsterdam,CMF_TRANS_CORP.
Woodbury,COACHMAN_LUXURY_TRANSPORTATION_INC
Elmont,COALO_AMBULETTE_SERVICE
New Rochelle,COE_TRANSP.
Brooklyn,COLING_AMBULETTE_SERVICE
Sayville,COLONIAL_TRANSPORTATION
Staten Island,"COMFORT_EXPRESS,_INC"
Paramus,COMMUNITY_COACH_INC.
Port Jefferson Sta,COMSEWOGUE_CSD
Brooklyn,CONG._BNEI_SHLOMO
Brooklyn,CONG_DARKEI_AVOS_SANZ_INC.
Brooklyn,CONG_RECHEV_YISROEL
Brooklyn,CONGREGATION_ADAS_YEREIM
Springvalley,CONGREGATION_ADAS_YEREIM_OF_MONSEY
Brooklyn,CONGREGATION_AHAVAS_SHULEM
Brooklyn,CONGREGATIONAL_YALDEI_KODESH
Brooklyn,CONGREGATION_BETH_MORDECHAI
Monsey,CONGREGATION_BOBOVER_YESHIVA_OF_MON
Brooklyn,CONGREGATION_KEREN_HACHESED
Brooklyn,CONGREGATION_MATEN_TORAH
Brooklyn,CONGREGATION_OHR_MENACHEM
Monsey,CONGREGATION_TORAS_EMACHU_INC.
Brooklyn,CONG_YESHIVA_BEIS_CHAYA_MUSHKA
Monsey,CONG._YESHIVA_BETH_MIKROH
Valley Cottage,CORAL_DAYCARE
Painted Post,CORNING_CITY_SCHOOL_DISTRICT
Corona,CORONA_HEIGHTS_TRANSPORTATION_CORP
Katonah,COUNTRY_CHILD_CENTER_INC.
Avon,COVERED_WAGON_TOURS_LLC
Bronx,C_P_C_TOURS
Kenmore,CREATIVE_CHILD_DAY_CARE_CENTER
Brooklyn,CRESCENT_CHARTER_SERVICE_INC
College Point,CRISTAL_HEIGHTS_INC.
Yonkers,CROSS_COUNTY_BUS_CORP.
Crown Point,CROWN_POINT_CENTRAL_SCHOOL
Brooklyn,CRYSTAL_TOUR_INC.
Fairport,DAGOSTINO_LEARNING_GROUP
Flushing,DAHLIA_GROUP_INC
Elmhurst,DANIELA'S_TRANSPORTAION
Franklin Square,DANIELLE'S_LIMOUSINE
Elmont,DANNYS_LIMO_NY_INC
Dansville,DANSVILLE_CENTRAL_SCHOOL
New Lebanon,DARROW_SCHOOL
Bayshore,DAVID_BROS._TAXI_INC.
Saranac Lake,DBA_POLAR_EXPRESS_TRANS._SERVICES
Buffalo,D_C_TRANSPORT_OF_WNY_INC.
Bronx,"DELFENIC_ENTERPRISES,_INC"
Valley Stream,DEPENDABLE_AMBULETTE
Staten Island,DEPENDABLE_BUS_SERVICE
Geneva,DESALES_HIGH_SCHOOL_DIOCESE_OF
Smithtown,DEVELOPMENTAL_DISABILITIES_INST_INC
New York,DEWITT_HEAD_START
Brooklyn,DEZ_N_JAZ_TRANSPORTATION_INC
Dunkirk,"D_&_F_TRAVEL,_INC."
Brooklyn,D.H.&_E_TRANSPORTATION_INC
Brooklyn,DIAMOND_JOURNEY_INC
E. Elmhurst,DIANA_RESTREPO_DBA_JV_TOURS
Niagara Falls,D.J._THE_DEE_JAY_MUSIC_AND_LIMOUSIN
White Plains,D.L.C._LIMOSINE_SERVICE_INC.
Brooklyn,D.L.E._BUS_SERVICE_INC.
Johnstown,DON_BROWN_BUS_SALES_(JOHNSTOWN)
Cheektowaga,DOODLE_BUGS!_CHILDREN'S_CENTERS
New York,DOREWAY_TRANSPORTATION_SERVICES_LLC
Brooklyn,DOUBLE_DIAMOND_TRANSPORTATION_SERVI
Downsville,DOWNSVILLE_CENTRAL_SCHOOL
New Hartford,D_&_T_TRANSPORT_LLC
Dunkirk,DUNKIRK_CITY_SCHOOLS
Millbrook,DUTCHESS_DAY_SCHOOL
South Cairo,EARLY_CHILDHOOD_LRNG_CTR_GREENE_CO
East Marion,EASTERN_SUFFOLK_TRANSPORTATION_LLC
Flushing,EASTERN_VAN_SERVICE_LLC
Rochester,EAST_IRONDEQUOIT_CENTRAL_SCHOOL
East Rockaway,EAST_ROCKAWAY_U.F.S.D.
East Williston,EAST_WILLISTON_U.F.S.D.
New York,EC2_BUS_CORP
Scarsdale,EDGEMONT_UNION_FREE_SCHOOL_DIS
Brooklyn,EDUCATIONAL_INSTITUTE_OHOLEI_TORAH
Depew,EDUKIDS
Valley Stream,EDUMATTERS_LLC.
Russell,EDWARDS_KNOX_CENTRAL_SCHOOL
Brooklyn,ELBRUS_AMBULETTE_INC.
Yaphank,ELEGANT_WINE_TOURS_OF_L.I._LTD
Fairport,ELITE_LIMOUSINE_&_CORPORATE_TRANS
Ellenville,ELLENVILLE_CENTRAL_SCHOOL
Elmira Heights,ELMIRA_HEIGHTS_CENTRAL_SCHOOL
Buffalo,ELMWOOD_FRANKLIN_SCHOOL
Cortland,"ELS_LIMO,_LLC"
Patchogue,EMANUEL_LUTHERAN_CHURCH
Brooklyn,EMES_BUS_CORP
Brooklyn,EMPIRE_CHARTER_SERVICE_INC
Jamaica,EMPIRE_LINK_CORPORATION
Hauppauge,"ENERGY_AMBULETTE_SERVICES,_INC."
Hempstead,E.O.C._OF_NASSAU_COUNTY
Tonawanda,ERIE_COUNTY_SPCA
Fredonia,ERIE_II_CHAUT._CATT._BOCES
Elmira Heights,ERWAY_AMBULANCE_SERVICE
Kingston,ETHAN_ALLEN_TRANSPORTATION
Flushing,EURO_USA_INTL_INCORPORATED
Long Island City,EVANGEL_CHRISTIAN_SCHOOL
Mt Tremper,EVCO_TRANSPORT_INC
Queens,EXCALIBUR_TRANSPORTATION_INC.
Rochester,EXCEL_TRANSPORTATION
Endicott,EXECUTIVE_FLEET_INC
New York,"EXPERIENCE_THE_RIDE_NY,_LLC"
Yonkers,E-Z_BUS_LLC
Fabius,FABIUS-POMPEY_CENTRAL_SCHOOL
Port Washington,FACTORY_DIRECT_BUS_SALES_(ELMSFORD)
Coram,FAITH_BAPTIST_CHURCH
Mineola,FAMILY_&_CHILDRENS_ASSOCIATION
Hancock,FAMILY_FOUNDATION_SCHOOL
Portchester,FAMILY_SERVICE_OF_WESTCHESTER_INC.
Bronx,FAMILY_TOURS_INC.
Hicksville,FANTASY_PARTY_BUSES_INC.
Farmingdale,FARMINGDALE_UFSD
Selden,"FAVORITE_LIMO_BUS_COMPANY,_INC"
Long Island City,FAZTUR_INC
Far Rockaway,FELIPE_&_ELMER_TRANSPORT
Corona,FERNANDEZ_TRANSPORTATION
Mt. Vernon,FIELDS_BUS_SERVICE
Fillmore,FILLMORE_CENTRAL_SCHOOL_DISTRI
Bronx,FIRST_ALERT_AMBULETTE_CORP
West Seneca,FIRST_BAPTIST_CHURCH_OF_WEST_S
Owego,FIRST_CHURCH_OF_THE_NAZARENE
Brooklyn,FIRST_N.Y_LUXURY_LIMOUSINES_INC.
Glendale,FIRST_RESPONSE_INC.
Setauket,FIRST_STEPS_DISCOVERY_CEN.
Brooklyn,FIRST_STEPS_TRANS_INC.
Cincinnati,FIRST_TRANSIT
Canandaigua,FIRST_TRANSIT_INC_(CANANDAIGUA)
Cuba,FIRST_TRANSIT_INC_(CUBA)
New York,FISCHBACH_FOOD_TOUR
Lawrence,FIVE_TOWNS_COMMUNITY_CENTER
Cedarhurst,FIVE_TOWNS_LIMOUSINE
Elmont,FLAUNT_CULTURE_LLC
Corona,FLUSHING_MEDICAL_AMBULETTE_INC
Fonda,FONDA_FULTONVILLE_CENTRAL
Forestville,FORESTVILLE_CENTRAL_SCHOOL
Brooklyn,"FOREVER_YOURS_TOURS,_INC."
Fort Ann,FORT_ANN_CENTRAL_SCHOOL
Fort Edward,FORT_EDWARD_PUBLIC_SCHOOL
Fort Plain,FORT_PLAIN_CENTRAL_SCHOOL
Chestnut Ridge,FORWARD_BUS_TRANS._INC.
Oneida,"FOUR_DIRECTIONS_GROUND,_LLC"
Getzville,FOUR_SEASONS_CHILD_CARE_CENTER
Ogdensburg,FOX_MC_LELLAN_FUNERAL_HOME
Brooklyn,FOXTAIL_TOURS_INC
Chester,FOZIA_THURSTON_BUS_CO.
Brooklyn,FRAGE_MOBILE_SERVICES_INC.
Warwick,FRANCIS_AGBO_DBA_AMPA_COACH_AMBULET
Franklin,FRANKLIN_CENTRAL_SCHOOL
Malone,FRANKLIN_CO._ASSOC._OF_SENIOR
Locust Valley,FRIENDS_ACADEMY
Schenectady,FRIENDSHIP_BAPTIST_CHURCH
Friendship,FRIENDSHIP_CENTRAL_SCHOOL
Elmhurst,FRIEND'S_SCHOOL_BUS_TRANSPORTATION
Buffalo,"FRIENDS_TO_THE_ELDERLY,YOUTH&FAMILY"
Elmhurst,FRIENDS_TRANSPORTATION
Hamburg,FRONTIER_CENTRAL_SCHOOL
Claryville,FROST_VALLEY_YMCA
Clearfield,FULLINGTON_AUTO_BUS_CO.
Fulton,FULTON_CONSOLIDATED_SCHOOL
Yonkers,FWDO_TRANSPORTATION_LLC
New York,G4S_SECURE_SOLUTIONS_D/B/A_G4S
Garden City,GARDEN_CITY_PUBLIC_SCHOOLS
Jackson Heights,GARDEN_SCHOOL
Garrison,GARRISON_UNION_FREE_SCHOOL
Williamsville,GATEWAY_LONGVIEW
Brooklyn,GEMACH_CHASDI_YOEL_OF_WILLIAMSBURG
Bronx,GENERAL_AMBULETTE
Belmont,GENESEE_VALLEY_CENTRAL_SCHOOL
Geneseo,GENESEO_CENTRAL_SCHOOL_DISTRIC
Bronx,GENESIS
Churchville,"GENTLE_OUTINGS,_LLC"
Elmurst,GIANLOUI_TRANS_CORP
Jamaica,GIFTED_MINDS_ACADEMY
Gilbertsville,GILBERTSVILLE_MOUNT_UPTON_CS
Brooklyn,"G_&_L_AMBULETTE_CO.,_INC."
Valley Stream,GLOBEL_VANS_LLC_D/B/A/_IJI_COACH
Valley Stream,GLORIA'S_TRANSPORTATION
Jackson Hts.,GLORI'S_TRANSPORTATION
Brooklyn,GOLDEN_AGE_AMBULETTE_INC.
Staten Island,GOLDEN_EAGLE_TRANSPORTATION_INC
Putnam Valley,GOLDEN_KNIGHT_LIMOUSINE_II_LLC
Rochester,GOLDEN_MEMORIES_TRANS
Brooklyn,GOLDEN_RING_TRANSPORTATION_INC
Franklin Square,GOLD_STAR_TRANSPORTATION_LTD
Far Rockaway,GONZALEZ_BUS_SERVICE_CORP.
Tonawanda,GOODCARE_HOME_HEALTH_SERVICES
Gouverneur,GOUVERNEUR_VOLENTEER_RESCUE_SQUAD_I
Gowanda,GOWANDA_CENTRAL_SCHOOL
South Wales,GOW_SCHOOL
Elmhurst,GRACIELA'S_TRANSPORTATION
Lockport,GRAND_ISLAND_TRANSIT_CORP.
Amsterdam,GREATER_AMSTERDAM_SCHOOL_DISTRICT
Binghamton,GREATER_BINGHAMTON_HEALTH_CENTER
Elmira,GREATER_SOUTHERN_TIER_BOCES
Dobbs Ferry,GREENBURGH_ELEVEN
Brewster,GREEN_CHIMNEYS_SCHOOL
Chestnutridge,GREEN_MEADOW_WOLDORF_SCHOOL
Greenport,GREENPORT_PUBLIC_SCHOOLS
Greenwood Lake,GREENWOOD_LK_TAXI_&_TOWNCARS_INC.
Williamsville,GREENWOOD_MEDICAL_TRANSPORT_SERVICE
Groton,GROTON_CENTRAL_SCHOOL
Babylon,GROUND_TRANS_AMERICA_INC.
Richmond Hill,"GUARANTEED_AMBULETTE,_INC."
Medford,HABITOTS_OF_MEDFORD
Tarrytown,HACKLEY_SCHOOL
Cold Spring,HALDANE_CENTRAL_SCHOOL
"Laurelton, Queens",HAL_TRANSPORTATION
Rego Park,HANNAH_MEDTRANS_INC.
Hannibal,HANNIBAL_CENTRAL_SCHOOL
Lic,"HAPPY_DAY_TRANSIT,_INC"
Flushing,HAPPY_FACE_SCHOOL_BUS
Bohemia,HAPPY_HOME_CHILD_CARE_LTD
St. James,HARBOR_COUNTYR_DAY_SCHOOL
Sea Cliff,HARBOR_DAY_CARE_CENTER
Centreach,HARBOR_VIEW_EAST
Harrisville,HARRISVILLE_CENTRAL_SCHOOL
Hauppauge,HAUPPAUGE_UFSD
Poughkeepsie,HAWK_MEADOW_MONTESSORI_SCHOOL
Hawthorne,HAWTHORNE_CEDAR_KNOLLS
Hawthorn,HAWTHORNE_COUNTRY_DAY_SCHOOL
Staten Island,H_&_B_SUPER_EXPRESS
Nyack,HEAD_START_OF_ROCKLAND
Moravia,HELPING_HANDS_TRANSPORTATION
Bayville,HENDRICKSON_BUS_CORP.
Albertson,HENRY_VISCARDI_SCHOOL
Palmyra,HERITAGE_BAPTIST_CHURCH
Dekalb Junction,HERMON-DEKALB_CENTRAL_SCHOOL
Bellport,HERMON_E._SWEZEY_CO._INC.
Brooklyn,"HERNANDEZ_AMBULETTE,_CORP."
Woodmere,HEWLETT_WOODMERE_UFSD
Plainview,HICKORY_HILL_DAY_SCHOOL
Bronx,HIGH_END_TRAVELS_INC
Spring Valley,HIRSCH_YESHIVAH
Hempstead,HOFSTRA_UNIVERSITY
Holland,HOLLAND_CENTRAL_SCHOOL
Buffalo,HOLY_ANGELS_ACADEMY
Hicksville,HOLY_TRINITY_H.S.
Hoosick Falls,HOOSICK_FALLS_CENTRAL_SCHOOL
Bronx,HOPE_AMBULETTE
Brooklyn,"HORIZON_TRANSPORTATION_SERVICE,_INC"
Houghton,HOUGHTON_ACADEMY
Utica,HOUSE_OF_THE_GOOD_SHEPHERD
Highland Falls,HUDSON_VALLEY_LIMOUSINE_SERVICE_LLC
Coxsackie,HUNTER_MOTOR_COACH_INC.
Tannersville,HUNTER_TANNERSVILLE_CS
East Northport,HUNTINGTON_COACH_CORP.
Huntington Station,HUNTINGTON_COACH_LLC
New York,HUSH_TOURS_INC.
Flushing,IMMANUEL_GENIUS_INC.
Hicksville,IMPACT_LIMO_INC.
Indian Lake,INDIAN_LAKE_CENTRAL_SCHOOL
Rochester,INDIAN_SPRINGS_CHILDCARE_(BANNERS)
Babylon,INTER_COUNTY_MOTOR_COACH
Astoria,INTERFACE_TOURS_AND_MUSIC_INC
Brooklyn,INTERNATIONAL_BAPTIST_CHURCH
Hoboken,INTERNATIONAL_BUS_SERVICE_INC.
Amsterdam,I.PERSCH_INC.
Elma,IROQUOIS_CENTRAL_SCHOOL
New York,IRY_INC.
Bayshore,ISLAND_MED_INC._TRANSPORT_INC
Island Park,ISLAND_PARK_U.F.S.D.
Bayshore,ISLAND_WIDE_AMBULETTE_SERVICE
North Massapequa,IT'S_SHOWTIME_LIMOUSINE_INC.
Flushing,IVY_TOURS
Douglaston,I_&_Y_TRANSIT_CORP
Jackson Heights,JACKSON_DEVELOPMENTAL_CENTER
Deer Park,JACKSON_HEIGHTS_SALES_INC
Jamaica,JAMERICAN_COACH
Kew Gardens,JANET'S_SCHOOL_SHUTTLE
South Ozone Park,JAYBEE_BUS_TRANSPORTATION_INC
Queens Village,JB_TOURS_INC
Plattsburgh,JCEO
Jamaica,J.C._TOURS
Oceanside,"J_D'S_LIMOUSINE,_INC."
Jefferson,JEFFERSON_CENTRAL_SCHOOL
Woodside,JENNIFER_TRANSPORTATION
Tarrytown,JEWISH_COMMUNITY_CTR__HUDSON
Staten Island,JEWISH_FOUNDATION_SCHOOL_OF_S.I.
Elmhurst,JEWISH_INSTITUTE_OF_QUEENS
Briarwood,JF_KIDS_SPORT
Auburn,J_&_J_LIMOUSINE
Queens Village,J.L._TOURS
North Woodmere,J_&_M_AIRPORT_SHUTTLE_SERVICE_INC
Bronx,JMR/ROCKY_SPORTS_LIMITED
Corona,J_NEW_WORLD_BUS_SERVICE
Hurley,JOHN_A._COLEMAN_CATHOLIC_H.S.
Johnson City,JOHNSON_CITY_CENTRAL_SCHOOL
Plattsburgh,JOINT_COUNCIL_FOR_ECON._OPPOR.
Bronx,JORA_MGT_CORP
Jordan,JORDAN_ELBRIDGE_CEN._SCH.
Flushing,JOVIAL_CORP
East Elmhurst,J._P._AMBULETTE_CORP.
Brooklyn,JRB_TRANSPORTATION_INC
Bronx,JR_BUS_COMPANY_INC
East Elmhurst,KASSE_BUS_CORP.
Ryebrook,KELLY_TRANSP.
Kendall,KENDALL_CENTRAL_SCHOOL_DISTRIC
College Point,KENLEYS_TRANSPORTATION_INC
Queens Village,KENNEDY-LAGUARDIA_DOOR-TO-DOOR_INC.
Mount Sinai,KENNETH_BARTON_ENTERPRISES_INC.
Lebanon,KENSINGTON_BUS_CO
Kenmore,KENTON_FAMILY_BRANCH_YMCA
Nunda,KESHEQUA_CENTRAL_SCHOOL_DISTRI
Brooklyn,"KHAL_DIVRE_CHAIM,_INC"
Brooklyn,KHAL_ICHUD_CHASIDIM
Lynbrook,KIDDIE_ACADEMY_OF_LYNBROOK
Syosset,KIDDIE_ACADEMY_OF_SYOSSET
Glen Cove,KIDS_BY_THE_BUNCH_DBA_TUTOR_TIME
Williamsville,"KIDS_KORNER,_INC."
Mahopac,KIDZ_COUNTRY_PREMIER
Rochester,KINDERCARE_LEARNING_CENTER_(DBA)
Bronx,KINGSBRIDE_HEIGHTS_COMMUNITY_CENTER
Brooklyn,KISMET_VAN_SERVICE_INC.
Bellmore,KIS_PARTY_BUS_CORP.
Niagara Falls,KSW99_CORPORATION
Flushing,KUM_GANG_TOUR_INC.
Penn Yan,K._VENTURES
Lafayette,LAFAYETTE_CENTRAL_SCHOOL
Lake Placid,LAKE_PLACID_CENTRAL_SCHOOL
Lake Placid,LAKE_PLACID_MARINA_CORP.
Buffalo,LAKE_SHORE_BEHAVIORAL_HEALTH_INC.
New Hyde Park,LAKEVILLE_AMBULETTE_TRANSP._LLC
Brooklyn,L.A.L._LIMOUSINE_CORP.
Albertson,"LANCELOT_LIMOUSINE_SERVICES,INC"
Laurelton,LANDON'S_TRANSPORTATION
Troy,LANSINGBURG_BOYS_AND_GIRLS_CLUB
Brooklyn,LA_ROZA_INC.
Troy,LASALLE_INSTITUTE
W. Hempstead,LATINO_AMBULETTE_SERVICE
Laurens,LAURENS_CENTRAL_SCHOOL
Canton,LAWRENCE_AMBULETTE
Staten Island,LBJ_TRANSPORTATION_CORP.
Valley Cottage,LDM_TRANSPORTATION_CORP.
Middle Village,"LEARNING_TREE,_THE"
Baldwin,LEGACY_LIMOUSINES_BY_M_&_J_LLC
Massapequa,LEGAL_LIMOUSINES_INC.
Brooklyn,LEINAD_SERVICES_INC
Queens Village,LENNY'S_VAN_SERVICE
Saratoga Springs,LEONARD_BUS_SALES_INC
Bronx,LEONARDO_TRANSPORTATION_CORP.
Jamaica,"LEONS_AMBULETTE,_INC."
Hawthorne,LEROS_POINT_TO_POINT_INC.
Gainesville,LETCHWORTH_CENTRAL_SCHOOL
Brooklyn,LEV_BAIS_YAAKOV_TRANSPORTATION
Elmhurst,L_&_H(NY)_TRANSPORTATION_INC
Liberty,LIBERTY_CENTRAL_SCHOOL
Brooklyn,LIBERTY_TRANSIT_CORP
"Port Jeff. Sta,",L.I._ELITE_LIMOUSINE_INC.
Far Rockaway,LIFE_CARE_AMBULETTE_INC
Brooklyn,LIL_DANTE_BUS_COMPANY_LLC
Brookville,L._I._LUTHERAN_MIDDLE_&_HIGH_SCHOOL
Buffalo,LIL_WORKERS_CHILD_DEVELOPMENT
Buffalo,"LINCOLN_CHILD_DAY_CARE,_INC."
Lincolndale,LINCOLN_HALL
Buffalo,LINCOLN_MEMORIAL_UNITED_METHODIST_C
E Elmhurst,LITTLE_ANGELS_TRANSPORTATION
Brooklyn,LITTLE_ANGELS_TRANS_SERVICE_LLC
Woodhaven,LITTLE_DOLPHIN_TRANSPORT_INC
Little Falls,LITTLE_FALLS_CITY_SCHOOL
Williamsville,LITTLE_RED_SCHOOL_HOUSE
Deer Park,"LITTLE_SCHOLARS_CHILD_CENTER,_INC."
Westbury,"LITTLE_SPONGES_DAYCARE,_LLC"
Mt. Morris,LIVINGSTON_COUNTY_HEADSTART
Mt. Morris,LIVINGSTON-WYOMING_ARC(HILLTOP
Brooklyn,L_&_L_TRANS.
Holbrook,LMT_TRANSPORTATION_INC
Long Lake,LONG_LAKE_CENTRAL_SCHOOL
Yonkers,LORANT'S_TOUR_CORP.
Depew,LORD_OF_LIFE_LUTHERAN_CHURCH
Lowville,LOWVILLE_CENTRAL_SCHOOL
Garden City,L_Q_GARDEN_CITY_LLC
Brooklyn,"LSLAT,INC.DBA_OLYMPIC_TRANSPORTATIO"
East Elmshurst,LTTTLE_ANGELS_SCHOOL_BUS_SERVICE
Jackson Heights,LUCY_TRANSPORTATION
Flushing,L_&_W_EXPRESS_VAN_SERVICE_CORP
Lyndonville,LYNDONVILLE_CENTRAL_SCHOOL
Lyons,LYONS_CENTRAL_SCHOOL
Williamsville,MAC_TRASPORTATION_AND_TOURS_LLC
Morrisville,MADISON_CO._COOP_EXTENSION
Elmont,MAGIC_WORLD_TRANSPORTATION_CORP
Brooklyn,MAJESTIC_TRANSPORTATION_INC
Malverne,MALVERNE_UFSD
Mamaroneck,MAMARONECK_CHILD_DEVELOPMENT
Brooklyn,MANAGE_TRANSIT_CORP
Staten Island,MANHATTAN_AIRPORTER_INC
Roxbury,MANHATTEN_COUNTRY_SCHOOL
Amenia,MAPLEBROOK_SCHOOL
Wantagh,MAPLEWOOD_NURSERY_SCHOOL
Hartsdale,MARIA_REGINA_HIGH_SCHOOL
Syracuse,MARICARE_TRANSPORT
Marion,MARION_CENTRAL_SCHOOL_DISTRICT
Brooklyn,MARIO'S_TRANSPORTATION
Springfield Gardens,MARTIN_DEPORRES_SCHOOL_INC.
Corona,MARTINEZ_BUS_SERVICE
Rochester,MARY_CARIOLA_CHILDREN'S_CENTER
Massena,"MASSENA_TRANSPORT,_LLC"
Smithtown,"MATRIX_POSH,_LLC"
Syosset,M.A.T.S.S._KID'S_GYM
Dansville,MATTHEWS_(23443)_LOANER_BUSES
Dansville,MATTHEWS_BUSES_INC_(DANSVILLE)
Maybrook,MATTHEWS_BUSES_INC_(MAYBROOK)
Brooklyn,MAYFLOWER_COACH_INC.
Hawthorne,MAYOOR_TRANSPORTATION_INC.
Rochester,MCQUAID_JESUIT_HIGH_SCHOOL
Brooklyn,MED_FLEET
Bronx,MEDICAL_EXPRESS_INC.
Wellsville,MEDICAL_TRANSPORT_SERVICE_INC
Brooklyn,MEDI_TRANS
Brooklyn,MEDSTAR_AMBULETTE_INC
Brooklyn,MEGA_EXPRESS_INC
Rego Park,MEGA_LINE_INC
Scotia,MEKEEL_CHRISTIAN_ACADEMY
Staten Island,MERCY_CARE_TRANSPORTATION_INC.
Ridgewood,MERIT_TRANSPORTATION_INC.
Merrick,MEROKEE_DAY_SCHOOL
Elmhurst,MERY'S_TRANSPORTATION
Rochester,METROPOLITAN_LIMOUSINES_&_FH
Brooklyn,MICKEY_TRANSPORTATION_INC.
Middleburgh,MIDDLEBURGH_CENTRAL_SCHOOL
Middletown,MIDDLETOWN_DAY_NURSERY_ASSOC._INC.
Poughkeepsie,MID-HUDSON_LIMOSINE_SERVICE_INC.
Brooklyn,MIDWOOD_AMBULETTE_SER._INC.
Milford,MILFORD_CENTRAL_SCHOOL
Millbrook,MILLBROOK_SCHOOL
New York,MING_AN_INC.
Jamaica,MIRACLE_EXPRESS_TRANSPORTATION
Valley Cottage,M.J._CARR_SERVICE
Brooklyn,MJT_BUS_COMPANY_INC
Brooklyn,M_J_TRANS_CORP
Woodside,M._M._SCHOOL_BUS_SERVICE
Summit,MOBILITY_PLUS
Utica,MOHAWK_VALLEY_COMMUNITY_ACTION
Spencerport,MONROE-2-ORLEANS_BOCES
Rochester,MONROE_TRANSPORTATION_SERVICES
Bronx,MONSIGNOR_SCANLAN_HIGH_SCHOOL
Port Henry,MORIAH_CENTRAL_SCHOOL
Morristown,MORRISTOWN_CENTRAL_SCHOOL
Morrisville,MORRISVILLE_AUX_OF_AG_&_TECH
Brooklyn,MOSDUS_CHASDEI_SQUARE
Kenmore,MOUNT_ST._MARY_ACADEMY
Kenmore,MOUNT_ST._MARY_DAYCARE_CENTER
Brooklyn,MOZART_TRANSPORTATION_CORP.
Jamaica,MR._SOLOMON'S_TRANSPORTATION_CORP.
Schenectady,"MSO_AMBULETTE_SERVICE,_LLC"
Patterson,MT._TREMPER_OUTDOOR_MINISTRIES_INC.
Buffalo,MY_KIDS_CHILD_CARE_CENTER
Buffalo,MY_PRECIOUS_ANGELS_CHILDCARE
Elmhurst,MYRIAMS_TRANS.
Brooklyn,M_&_Y_TOUR_INC
Brooklyn,MYTRANS_CORP
Nanuet,NANUET_UNION_FREE_SCHOOL_DISTR
Buffalo,NARDIN_ACADEMY
Buffalo,NATIVITY_MIGUEL_MIDDLE_SCHOOL
New York,NATIVITY_MISSION_CENTER
Brooklyn,NAZARETH_REGIONAL_H.S.
Brooklyn,NBY_TRANSPORTATION_INC
Jamaica,NEVILLE_I._JAMES
Newark,NEWARK_CENTRAL_SCHOOL
Newcomb,NEWCOMB_CENTRAL_SCHOOL
Newfane,NEWFANE_ABCD
Arverne,NEW_GENERATION_BUS_CO.
New Hartford,NEW_HARTFORD_CENTRAL_SCHOOL
New Hyde Park,NEW_HYDE_PARK_U.F.S.D.
New Suffolk,NEW_SUFFOLK_SCHOOL_DISTRICT
Brooklyn,NEW_TOURS_COACH_INC
Ravena,NEW_YORK_BUS_SALES_LLC
Chittenango,"NEW_YORK_BUS_SALES,_LLC"
West Islip,NEW_YORK_LIMO_BUS
Cornwall On Hudson,NEW_YORK_MILITARY_ACADEMY
White Plains,NEW_YORK_SCH._FOR_THE_DEAF
New York,NEW_YORK_SPRINTER_TOURS
Holbrook,NEW_YORK_STYLE_LIMO_INC.
New York,NEW_YORK_TROLLEY_CO_LLC
Niagara Falls,NIAGARA_CATHOLIC_JR/SR_HIGH_SC
Niagara Falls,NIAGARA_EXPRESS
Niagara Falls,NIAGARA_MAJESTIC_TOURS_INC
Hamburg,NIAGARA_SCENIC_TOURS_INC.
Watertown,"NNY_TRANSPORT,_INC._DBA_ELITE_MEDIC"
Latham,NORTH_COLONIE_CENTRAL_SCHOOL
Fort Edward,NORTH_COUNTRY_ACADEMY_LLC
Hawthorne,NORTH_EAST_WEST_SPECIAL_REC.
Grand Gorge,NORTHERN_CATSKILL_OCC_CTR.
Mt. Kisco,NORTHERN_WESTCHESTER_BOYS&GIRLS_CUB
Aquebogue,NORTH_FORK_TROLLEY_COMPANY_INC
North Merrick,NORTH_MERRICK_UFSD
Northport,NORTHPORT/EAST_NORTHPORT_UFSD
Glenwood Landing,NORTHSHORE_CSD
Glen Cove,NORTH_SHORE_DAY_SCHOOL
Manhasset,NORTH_SHORE_TRANSPORTATION
Staten Island,NORTH_STAR_MOTOR_COACH_INC
Schenectady,NOTRE_DAME_BISHOP_GIBBONS_SCHOOL
Brooklyn,N.Q.T._BUS_INC.
Brooklyn,NY_BUS_CHARTER_INC
Melville,NYC_LUXURY_SERVICE_INC.
Brooklyn,NYC_METRO_CARE
