City,Operator Name
Brooklyn,ASIANA_LIMOUSINE_INC
Brooklyn,ASIAN_EXPRESS_TRAVEL_INC
Scarsdale,ASSISTED_TRANSP.OF_LONG_ISLAND_INC.
Brooklyn,ASSOCIATED_BETHRIVKAH_SCH_HD_START
Asotria,ASTORIA_TRANSPORT_CORP.
Jamaica,ATLANTIC_QUEENS_BUS_CORP.
Bronx,AT_YOUR_SERVICE_TOURS_&_COACH_CORP
Brooklyn,AVA_AMBULETTE_CORP.
Brooklyn,BAIS_BROCHO
Brooklyn,BAIS_TZIPORAH
Tuckahoe,BANKS_LIMOUSINE_SERVICES_INC.
Maspeth,BARNES_TRANSPORTATION_CO_LLC
Spring valley,BAS_MIKROH_GIRLS_SCHOOL
Ronkonkoma,BAUMANN_&_SONS_BUSES_INC(BRIARCLIF)
Brooklyn,BAYIS_ESTER
Brooklyn,BAY_RIDGE_PREPATORY
Brooklyn,BEDERECH_TRANSPORTATION_LLC
Mt.kisco,BEDFORD_C.S.D.
Dix hills,BENJAMIN_&_SONS_LLC.
Bronx,BERHOLD_LIMOUSINE
Coram,BEST_LIMOS_SERVICE_&_WINE_TOURS
Forest hills,BETH_GAVRIEL_BURHARIAN_CONG.
Brooklyn,BEYOND_LIMITS_LIMOUSINE_SERVICES
Brooklyn,B_&_F_BUS_CO_INC.
Monsey,BIAS_TRANY_OF_MONSEY_(GIRLS_SCHOOL)
Rego park,BIG_BEN_TRANSPORTATION_INC
Albany,BIG_CITY_TRAILS_INCORPORTATED
West babylon,BIG_M_TOURS_DBA_MCMILLIAN_TOURS
Plainview,BIRD_BUS_CENTER_INC.
Spring valley,B.I.V._AMBULETTE
Kingston,BLACK_DIANOND_TRANS_INC.
Staten island,BLACK_TIE_LIMOUSINE
Warners,BLESSED_VIRGIN_MARY_ACADEMY
Indian lake,BLUELINE_INC
Syosset,BLUE_SKY_BUS_TOUR_INC
Brooklyn,BLUE_STAR_BUS_INC.
New york,BLUESTONE_LIMO_INC
Brooklyn,BNOS_CHAYA
Brooklyn,BOBMAR_TRANSPORTATION_INC.
Leroy,BOCES_GENESEE_VALLEY_(LEROY)
Watertown,BOCES_J.L.H.H.O
Verona,BOCES_MADISON_ONEIDA
Ithaca,BOCES_TOMPKINS_SENECA_TIOGA_CO
Brooklyn,BORO_CRESCENT_CORP
Brooklyn,BORO_WIDE_BUSES_INC.
Elizabeth,BOSTON_COACH_-_NEW_JERSEY_CORP
New york,BOSTON_DELUXE_INC
Bradford,BRADFORD_CENTRAL_SCHOOL_DISTRI
Brant lake,BRANT_LAKE_TAXI_&_TRANSPORT_SERVICE
Binghamton,BROOME_TIOGA_NYSARC-ACHIEVE
Brooklyn,BROTHERS_TRANSPORTATION_CORP
Amsterdam,BROWN_BUS_SERVICE_INC
Rochester,BROWNCROFT_DAY_CARE_CENTER
Valley stream,BROWNIN_TRANSPORTATION_INC
Clay,BROWNS_DOUBLE_XX_EXPRESS_LLC
Depew,BUFFALO_BUS_LINES_LLC
Scotia,BURNT_HILLS_BALLSTON_LAKE_CEN._SCH.
Baldwin,BUSESNVANS_CORP
Brooklyn,BUS_R_US_TRANSP
Brooklyn,"BUS_TRAVELERS_CONNECTION,_LLC"
Caledonia,CALEDONIA-MUMFORD_CENTRAL
Rochdale village,CALLAVAN_TRANSPORTATION
Queensbury,CAMP_FUN_SPOT
Mahopac,CAMP_KIWI_LLC
Depew,CANTALICIAN_CENTER
Long island city,CAPRICORN_LIMOUSINE_SERVICE_INC
Freeport,CARAOUSEL_OF_LEARNING_INC
Lake katrine,CASANOVA_CARRIAGE
Brooklyn,CASH_WORLD_TOURS_INC
Sinclairville,CASSADAGA_VALLEY_CENTRAL
Rego park,CATHAY_EXPRESS_TRANSPORTATION;_INC
Syracuse,CATHOLIC_CHARITIES_OF_THE_R.C.D._OF
Port jefferson,CATHOLIC_MANAGED_ARCHCARE
Cattaraugus,CATTARAUGUS_LITTLE_VALLEY_CS
St. albans,CAULEY_COACH_CORP.
Cazenovia,CAZENOVIA_CENTRAL_SCHOOL
Wayland,CBR_TRANSPORT_LLC
Flushing,C.C.B._SCHOOL_OF_FLUSHING
Albany,CENTER_TRANSPORTATION_SERVICES_INC.
Monsey,CENTRAL_UTA_OF_MONSEY
Jamestown,"CHAUTAUQUA_ADULT_DAY_CARE_CENTERS,"
Jamestown,"CHAUTAUQUA_COUNTY_CHAPTER_NYSARC,_I"
Mayville,CHAUTAUQUA_LAKE_CENTRAL_SCHOOL
Laurelton,"CHEESE_BUS,_INC."
Binghamton,CHENANGO_FORKS_CENTRAL_SCHOOL
Smithtown,CHILDREN_OF_AMERICA
Rochester,C._H._MEDICAL_TRANSPORT
Churchville,CHURCHVILLE-CHILI_CENTRAL
Cincinnatus,CINCINNATUS_CENTRAL_SCHOOL
New york,"CITI_COACH_NYC,_INC."
Flushing,CITI_TRAVEL_INC
Bronx,CITYSQUASH_INC
Watertown,CLARENCE_HENRY_COACH_LLC
Mt. kisco,C.L.C._TRANSPORTATION_INC.
Clyde,CLYDE-SAVANNAH_CEN._SCH.
Clymer,CLYMER_CENTRAL_SCHOOL
New york,COAST_2_COAST_TRANSPORTATION
Cobleskill,COBLESKILL_RICHMONDVILLE_C/S
New york,COMFORT_AMBULETTE_SERVICE_INC.
Long island city,COMMONWEALTH_WORLDWIDE_CHUFFERED_TR
Kenmore,COMMUNITY_SERV_FOR_THE_DEVELOP_DISA
Monsey,CONG._BAIS_MALKA_INC.
Monsey,CONG._BNEI_MELUCHIM_INC.
Spring valley,CONG._NOIAM_MGODIM
Brooklyn,CONGREGATION_CHASDEI_CHAYA
Brooklyn,COOL_RUNNINZ_INC.
Milford,COOPERSTOWN_HOP_ON_TOURS
Little neck,CORBETT_COACH_INC
Springfield gardens,COUNTY_EXPRESS_LLC
Buffalo,"COUNTY_OF_ERIE,_DBA_DEPARTMENT_OF_S"
New york,CP_LIMOUSINE_&_CONSULTING_SERVICES
Woodside,C_&_P_TRANSPORTATION
Flushing,CRISTAR_ENTERPRISE_CORP
Cuba,CUBA-RUSHFORD_CENTRAL_SCHOOL
Ithaca,CU_TRANSIT_INC.
Saratoga springs,CUTTING_EDGE_TAE_KWON_DO_INC.
Flushing,DANIEL_HN_R_INC
Bronx,DANIEL'S_I_INC
Lacona,D_&_A_TOURS
Staten island,DAVID_AUTO_INC.
Bronx,DAY_N_NITE_TOURS_AND_LIMOUSINE_SVC
Rochester,DAZZLE_SCHOOL_OF_VISUAL_&_PERFORMIN
Uniondale,D_&_D_DAY_CARE_INC.
Queens village,DEDICATED_TRANSPORTATION_INC
New york,DEEDS_TRANSIT_LLC
New york,DEERWOODS_TRAVEL_INC
Cheektowaga,"DEPAUL_ADULT_CARE_COMMUNITIES,_INC"
Brooklyn,DESHI_MANAGEMENT_INC
Port washington,DESIGNER_LIMOUSINE_INC
Red hook,"DEVEREUX_FOUNDATION,_DBA_THE_DEVERE"
Brooklyn,DEVILLE_BUS_CO_INC
Rockville center,"DIGNITY_TRANSPORT,_LLC"
Glendale,D_&_I_LUXURY_TRANSPORTATION_INC
Bronx,D&J_SERVICE_INC
White plains,D.L.C._LIMOUSINE_SERVICE_INC.
Rego park,D.N.S._TRANSPORTATION
Amityville,DOMINICAN_VILLAGE
Bayshore,"DON_BROWN_BUS_SALES,_LI,NYC"
"Roosevelt,",D&O_TRANSPORTATION_SERVICES_INC
Queensbury,DPC_LIMOUSINE_LLC
Queens village,DRIVEN_GLOBAL_LLC
Woodside,DURAMA_TOURS_INC.
New york,DWIGHT_SCHOOL
Brooklyn,D_&_W_TOUR_NY_INC
Brooklyn,EAGLE_TOURS_INC.
New york,EASTERN_COACH_INC
East greenbush,EAST_GREENBUSH_CENTRAL_SCHOOL
Buffalo,ECMC_LIFELINE_FOUNDATION
Norwalk,ECS_TRANSPORTATION_LLC
"Hollis,",EDEN'S_TRANSPORTATION_CORPORATION
Rochester,EDISON_TECHNICAL_&_OCCUPATIONAL_CEN
Edmeston,EDMESTON_CENTRAL_SCHOOL
Copiague,EDUCATIONAL_BUS_TRANSPORT_(HUDSON)
Brooklyn,EDUCATIONAL_INST._OHOLEI_TORAH
Springfield gardens,"EIHAB_HUMAN_SERVICES,_INC"
Eldred,ELDRED_CENTRAL_SCHOOL
Bronx,ELEGANTE_SERVICES_INC.
Flushing,EMA'S_AMBULETTE_INC.
Monsey,EMES_TRANSPORTATION_INC
Bronx,EMILY_TRANSPORT_LTD
Horseheads,EMPIRE_BUS_SALES_LLC
Fishkill,EM_STAR_AMBULANCE_INC.
Old bridge,"ENDEAVOR_TRANSPORTATION,_LLC"
Bronx,ENDICOTT-UNION_INC
Long island city,ENNEL_ENTERPRISES
Brooklyn,ERA_TOURS_INTERNATIONAL_INC
Buffalo,"ERIE_COUNTY_CHAPTER_NYSARC,_INC"
Ozone park,E&R_TOURS_INC
Bronx,EXCELLENT_LIMOUSINE_PLUS
Cortland,"EZ_TOURS-NY,_INC."
Syracuse,FAITH_HERITAGE_SCHOOL
Old bethpage,FAMILY_RESIDENCE_AND_ESSENTIAL_ENT
Bellport,FARAMOND_TRANSPORTATION
Manlius,FAYETTEVILLE-MANLIUS_C/S
Waterloo,FINGERLAKES_COACH
Geneva,FINGER_LAKES_FANTASTIC_TOURS
Brooklyn,FIRST_ADVANCED_CARE_INC/DBA_ADVANCE
Ithaca,"FIRST_CLASS_LIMOUSINE_OF_ITHACA,LLC"
Setauket,FIRST_STEPS_PRE-SCHOOL_CENTER_INC.
Shoreham,FIRST_STUDENT_(MIDDLE_ISLAND)
Getzville,FIRST_STUDENT_(MILLERSPORT)
Carmel,FIRST_TRANSIT_/_PUTNAM
East elmhurst,FLAVIA_TOURS_INC
Franklinville,FRANKLINVILLE_CENTRAL_SCHOOL
Long island city,FRIENDLY_RIDE
Bronx,FRIENDSHIP_AMBULETTE
Great neck,FRIENDSHIP_CIRCLE_OF_THE_NORTHSHORE
New york,FRIENDS_SEMINARY
Dundee,FRISKY_WINE_TOURS
Johnstown,FULTON_COUNTY_CHAPTER_OF_NYSARC.INC
Broklyn,F&Y_TRAVEL_INC
Hawthorne,GALAXY_TRANSPORTATION
Rochester,GATES-CHILI_CENTRAL_SCHOOL
Rochester,"GDM,INC.(DBA_ROCHESTER_SHUTTLE"
White plains,GENESIS_AMBULETTE_INC.
Geneva,GENEVA_AGRI-CHILD_CARE_PROGRAM
Geneva,GENEVA_NURSING_HOME
East elmshurst,GERMAN_TRANSPORTATION_INC.
Elmont,GIO'S_TRAVEL_INC.
Endicott,GIRLS_CLUB_OF_WESTERN_BROOME_INC.
Glen cove,GLEN_COVE_BOYS_AND_GIRLS_CLUB
Staten island,GLOBAL_AMBULETTE_INC.
Gloversville,GLOVERSVILLE_ENLARGED_SCHL_DISTRICT
Brooklyn,G_&_M_AMBULETTE_SERVICE_INC.
Brooklyn,GO_BUS_AMERICA_INC
New york,GO_BUS_LLC
Hartsdale,GO_GRUDA_LIMO_INC
Hicksville,GOLDCREST_LUXURY_TRANSPORTATION_INC
Elma,GORMAN_BUS_SALES
Elma,GORMAN_ENTERPRISES_(LOANER)
East islip,GOTHAM_COACH_SERVICES_INC
Fulton,GRACE_BIBLE_BAPTIST_CHURCH
Grand island,GRAND_ISLAND_LIMOUSINE
Flushing,GRAND_PARADISE_TRAVEL_SERVICE_INC
Cedarhurst,GREATER_FIVE_TOWNS_YM_&_YMHA
Johnstown,GREATER_JOHNSTOWN_SCHOOL_DISTR
Oswego,GREAT_LAKES_TROLLEY
East elmhurst,GREAT_RIDES_&_TOURS_INC
Greene,GREENE_CENTRAL_SCHOOL
New york,GROWING_HAPPY_GROUP_FAMILY_DAYCARE
Utica,GUARDIAN_PARATRANSIT
Cambria heights,HAITIAN-AMERICAN_UNITED_FOR_PROGRES
Clinton,"HALE'S_BUS_GARAGE,_LLC"
Monroe,HAMASPIK_OF_ORANGE_COUNTY
Hammond,HAMMOND_CENTRAL_SCHOOL
Hampton bays,HAMPTON_HOPPER_LLC
Hancock,HANCOCK_CENTRAL_SCHOOL
Brooklyn,HANOVER_PLACE_CHILD_CARE
Far rockaway,HAPPY_FACES_TRANSPORTATION_SERVICE
Corona,HAPPY_QQ_INC.
New york,HARLEM_EXPRESS_ENTERPRISES_LLC
Philadelphia,HARMONIOUS_GRAND_TOURS_CO_LTD
Mt. vernon,HARRIS_TRANSPORT
Brooklyn,HASC_TRANSPORTATION_CORP
Woodside,"HD_TRAVEL_&_TOURS,_INC."
Commack,HEAD_INJURY_ASSOCIATION
West haverstraw,HEAVENLY_AMBULETTE
Perry,"HENRY_L._HILL,_INC."
East rochester,HERITAGE_CHRISTIAN_SERVICES_INC
East elmhurst,HERNANDEZ_ENTERPRIZE
New hyde park,HERRICKS_UNION_FREE_SCHOOL_DISTRICT
Gloversville,HFM_REGIONAL_TRANSPORTATION_SERVICE
Hicksville,HICKSVILLE_PUBLIC_SCHOOL
Hinsdale,HINSDALE_CENTRAL_SCHOOL
Ronkonkoma,H_&_J_BUS_TOURS_INC.
Jamaica,H.L.M._TOURS_INC
Rochester,HOLY_CHILDHOOD
Flushing,HOLY_CROSS_H.S.
Hoosick,HOOSAC_SCHOOL
Flushing,HUAN-YU_EDUCATIONAL_CENTER_INC.
New windsor,HUDSON_RIVER_TOURS_INC.
Lynbrook,HUMAN_FIRST
Flushing,HYUNDAI_TOURS_&_TRAVEL_INC
Valatie,ICHABOD_CRANE_CENTRAL_SCHOOL
Hamburg,IMMACULATA_ACADEMY
Brooklyn,INDIVIDUAL_TRANSPORTATION_SVC.
Red hook,"IN_FLIGHT,_INC"
Brooklyn,INTERGRITY_TRANSPORTATION_INC
New rochelle,IONA_PREPARTAORY_SCHOOL
Cambria heights,ISLAND_RIDE_TRANSPORTATION_SVC._INC
Smithtown,IVY_LEAGUE_SCHOOL_INC.
Jackson heights,JACKSON_CHILD_DEVELOPMENT_CENTER
St. albins,JACQUELINE'S_BUS_TRANS._CORP
Brooklyn,JAH_LOVE_TRANSPORTATION
Jasper,JASPER-TROUPSBURG_CENTRAL_SCHO
Dewitt,J.C.C._OF_SYRACUSE
Springfield,JENDA_TRANSPORTATION
Far rockaway,JENIFER_TRANS_INC.
Staten island,JEWISH_COMMUNITY_CENTER_OF_SI
Staten island,JEWISH_COMMUNITY_CENTER_OF_S.I.
Bronx,JEWISH_HOME_&_HOSPITAL_-_BRONX_DIV.
New york,JEWISH_HOME_LIFECARE_TRANSPORTATION
Briarcliff manor,JHC_FOUNDATION_INC.
Sommers,JOHN_F._KENNEDY_CATHOLIC_H.S.
North creek,JOHNSBURG_CENTRAL_SCHOOL
Flushing,JOVIAL_WORLD_CORP
Hudson,J_PULVER_INC.
Farmingdale,JT_LIMOUSINE_INC
New york,J.V.M_TRANSPORTATION_INC
New hyde park,K_AND_G_SERVICES_INC
Monsey,KASER_BUS_SERVICE_INC
Montgomery,KELGAR_TRAVELS_LLC
Bronx,KESHES_INC_DBA_RAINBOW_AMBULETTE
Peekskill,KIDDIN_AROUND_TOWN_INC.
Buffalo,KIDS_CAPITAL_DAY_CARE_INC.
Pleasant valley,KIDS_IN_SPORTS_TRANSPORTATION_LLC
Buffalo,KIDSRUS_DAY_CARE_CENTER
Brooklyn,KIDS_TRANSIT_INC
Brooklyn,KING_EMANUEL_TOURS
Bronx,KIPS_BAY_BOY_&_GIRLS_CLUB
Monroe,KIRYAS_JOEL_SCHOOL_DISTRICT
North woodmere,KLAV_TRANSIT_LLC
Babylon,KRYSTAL_TOURS_AND_TRANS.LTD.
Wantaghn,L.A._EXPRESS_&_LIMOUSINE_LTD
Lafargeville,LAFARGEVILLE_CENTRAL_SCHOOL
Gouverneur,LAIDLAW_#624
Little neck,LEARNINGTREE_OF_DOUGLASTON_LLC
Baldwin,LEARN_&_PLAY_CENTER_INC
Bronx,LEESEL_TRANSPORTATION_CORP.
Brooklyn,LEFRA_TRANSPORTATION_INC
Deposit,LEONARD_BUS_SALES
Bergen,LEONARD_BUS_SALES__(BERGEN)
Garden city,LEONARD_BUS_SALES_(GARDEN_CITY)
Rome,LEONARD_BUS_SALES_(ROME)
East elmhurst,L_F_LIMOUSINE_SERVICE_CORP
Bohemia,"L.I._BREW_BUS,_LLC"
Oyster bay,LIFE_ENRICHMENT_CENTER_AT_OYSTER
Copiague,LIMO_&_BUS_&_TRUCK_FLEET_SERVICES
St. johnsville,LITTLE_FALLS_FONDA_BUS_CORP.
Wading river,LITTLE_FLOWER_CHILDRENS_&_FAM._SERV
Ozone park,LITTLE_LINDA_BUS_CO_INC
Brooklyn,LITTLE_MUNCHKINS
Schenectady,LITTLE_ONES_NURSERY_AND_DAY_CARE
Bronx,LITTLE_STARS_DAY_SCHOOL
Flushing,LITTLE_SWEET_ANGELS_NEW_YORK_LLC
Poughkeepsie,LIVINSAVED_TRANSPORTATION
Livonia,LIVONIA_CENTRAL_SCHOOL_DISTRIC
Brooklyn,L_&_L_BUS_TRANSPORTATION_INC
Rockaway park,L&M_LIMOUSINE_SERVICE_CORP.
Merrick,LONG_ISLAND_PARTY_LIMO_CORP.
New york,LONGTON_EXPRESS_INC
Syracuse,LORETTO_INDEPENDENT_LIVING_DBA_PACE
Islip terrace,MAIN_STREET_LIMOUSINE
Shortsville,MANCHESTER-SHORTSVILLE_CENTRAL
Batavia,MANCUSO_COUNTRY_AUTO_(LIMO)
Kew gardens,MANHATTAN_AMBULETTE
Brooklyn,MANNYS_BUS_SERVICE_INC
Glenmont,MARSH_BUS
Richmond hill,MARVELOUS_MANHATTAN_TOURS_NYC_INC
Ballston spa,MATTHEWS_(23433)LOANER
Liverpool,MATTHEWS_BUSES
East northport,MAYFAIR_LIMOUSINE_CORP.
Mcgraw,MCGRAW_CENTRAL_SCHOOL
Medina,MEDINA_CENTRAL_SCHOOL_DISTRICT
Staten island,MEIR_TRANSPORT_LLC
Dundee,MENNONITE_RIDE_LLC
Poughkeepsie,"MENTAL_HEALTH_ASS_INDUTCHESS_CO,INC"
Merrick,MERRICK_UFSD
Springfield garden,MERRILL_PARK_CIVIC_ASSOC
Rochester,METRO_TRANSPORTATION_INC
Middletown,MIDDLETOWN_TRANSIT_CORP.
Poughkeepsie,MID-HUDSON_LIMOUSINE_SERVICE_INC
East elmshurst,MILLENIUM_TRANSPORTATION
Plainview,MISS_SUES_NURSERY_SCHOOL
Astoria,"MOBILITY_SERVICES,_INC"
Schenectady,MOHAWK_AMBULANCE_SERVICE
White plains,MOHAWK_CAMP_CO._LLC
Albany,MOHOGANY_CONNECTIONS_SHUTTLE_SERVIC
Rochester,MONROE_MEDI-TRANS._INC.
Medford,MONTAUK_BUS_TRANSPORTATION_GROUPLLC
Mastic,MONTAUK_BUS_TRANSPORTATION_LLC
Hempstead,MONTEGO_TOURS_&_MOTOR_COACH_LLC
Amsterdam,MONTGOMERY_AREA_XPRESS_(MAX_BROWN)
Mount vernon,MOON_LIGHT_TRANSIT_CORP.
Brooklyn,MOSDOS_BNOS_FRIMA
Monsey,MOSDOS_KOLOSHITZ
Tallman,MOSDOS_SANZ_KLAUSENBURG_OF_MONSEY
Spring valley,MOSDOS_SANZ_OF_MONSEY
Brooklyn,MOSDOS_SATMAR_BP_INC
Buffalo,MOUNT_MERCY_ACADEMY
Bronx,MOUNT_ST._MICHAEL_ACADEMY
New york,MSB_&_ME_INC.
Far rockaway,MUNOZ_TRANSPORTATION_INC
Whitestone,MUTUAL_BUS_CORP.
New york,"MV_PUBLIC_TRANSPORTATION,_INC(NYC)"
Naples,NAPLES_CENTRAL_SCHOOL_DISTRICT
Bellmore,N._BELLMORE_SCHOOLS_UFSD
Bayshore,"NESCO_TRUCK_&_BUS_SALES,_INC."
Newark,NEWARK-ARCADIA_VOLUNTEER_AMBULANCE
Newburgh,NEWBURGH_BEACON_BUS_CO.
Brooklyn,NEW_ELEGANTE_CAR_SERVICE_INC.
Deer park,NEW_HOPE_INTERNATIONAL_MINISTRIES
Valley stream,NEW_HOPE_LUTHERN_CHURCH
New  lebanon,NEW_LEBANON_C.S.
Yonkers,NEW_YORK_AMBULETTE
Rochester,NEW_YORK_BUS_SALES_(ROCHESTER)
Flushing,"NEW_YORK_EAST_TRAVEL,_INC"
Bronx,NEW_YORK_INSTITUTE_FOR_SP
Maspeth,NEW_YORK_WHITEHALL_TRANSP_CO_INC
Huntington station,NJL_LIMO_OF_LI_INC.
New york,NO_1_BUS_TOUR_INC
West babylon,"NO_ONE_LEFT_OUT_SERVICE,INC."
North babylon,NORTH_BABYLON_UFSD
Lake placid,NORTH_COUNTRY_SCHOOL/CAMP_TREETOPS
Oneida,NORTHEAST_LIMOUSINE_SERVICE_INC.
Schenectady,NORTHEAST_PARENT_&_CHILD_SOCIETY
Northville,NORTHVILLE_CENTRAL_SCHOOL
Lake placid,NORTHWOOD_SCHOOL
Norwich,NORWICH_CITY_SCHOOL_DISTRICT
Norwood,NORWOOD_NORFOLK_CENTRAL_SCHOOL
Brooklyn,NY_LIMO_EXPRESS_INC.
Woodhaven,NY_LIMO_TRIP_CORP
Astoria,NY_SONIC_TOURS_AND_TRAVEL_RECEPTIVE
Brooklyn,OCEAN_AVE._TRANSPORTATION
W. hempstead,OLLIES_AIRPORT_SERVICE
Brooklyn,OMEGA_EXPRESS_LTD
Brooklyn,ONE_CONCEDPT_LLC
Auburn,ONONDAGA_COACH_CORP.
Boiceville,ONTEORA_CENTRAL_SCHOOL
Franklin square,ON_TIME_AMBULETTE_INC.
Elmhurst,ON_TIME_TRANSPORTATION
Brooklyn,ON_TOP_TOURS_NYC_INC
Binghamton,OPPORTUNITIES_FOR_BROOME-HEADS
New york,ORIENTAL_PEARL_TRAVEL_INC
Woodhaven,"ORION_TRANSPORTATION,_INC"
Brooklyn,ORZAN_TRANSPORTATION
Fulton,OSWEGO_COUNTY_AMBULANCE_&_HEAR
Cooperstown,OTSEGO_COUNTY_DEPT_OF_PLANNING
S. otselic,OTSELIC-VALLEY_CENTRAL_SCHOOL
Edgewater,OWL_TOURS_LLC
Oxford,OXFORD_ACADEMY_AND_CENTRAL_SCH
Holbrook,"PAL_LIMOUSINE,_INC."
Panama,PANAMA_CENTRAL_SCHOOL
Parishville,PARISHVILLE-HOPKINTON_CEN._SCH
Edmeston,PATHFINDER_VILLAGE_SCH/INC.
Corning,"PATHWAYS,_INC"
East elmont,PATRICIA'S_TRANSPORTATION_INC
Laurelton,PAULS_BUS_SERVICE
Pearl river,PEARL_RIVER_UNION_FREE_SCHOOL
Peekskill,PEEKSKILL_C.A.P
Elmhurst,PEGAZO_LIMO_CORP
Williamsville,PEOPLE
Montvale,PERFECT_LIMO_SERVICE_INC.
Brooklyn,PHILLIP_BUS_CORP
White plains,P._I._TAXI
Morganville,PLATINUM_COACH_LIMOUSINE_INC.
North tarrytown,POCANTICO_HILLS_CENTRAL_SCHOOL
Rosedale,POPE_TRANSPORTATION_SERVICES
Portchester,PORTCHESTER_HEAD_START
Poughkeepsie,POUGHKEEPSIE_DAY_SCHOOL
New rochelle,PRE_SCHOOL_LEARNING_CENTER_INC.
Elmont,PRESTIGE_CHOICE_TOURS_INC.
Staten island,PRIMARY_CARE_AMBULANCE_CORPORATION
Staten island,PRONTO_AVANTI_LIMOUSINE_LTD
Pulaski,PULASKI_ACADEMY_&_CENTRAL_SCHO
Scottville,"PULCHER_TRANSPORTATION,_INC"
Yorktown,PUTNAM_NORTHERN_WESTCHESTER
Sparrowbush,QUALITY_BUS_SERVICE_LLC_NEW_HAMPTON
Schenectady,RAINBOW_EXPRESS_CHILDREN'S_CENTER
Brooklyn,"RAYMOND_&_JEAN_BUS_SERVICE,LLC"
Woodside,RAZI_SCHOOL
Patterson,RC_TRANSPORTATION_SERVICES
Valley stream,RELIANCE_GROUP_INC.
Remsen,REMSEN_CENTRAL_SCHOOL
Nanuet,RENAISSANCE_TOURS_LLC
Troy,"RENSSELAER_CO._CHAPTER_NYSARC,_INC"
Utica,RESOURCE_CENTER_FOR_IND._LIVING_INC
Rye,RESURRECTION_GRAMMAR_SCHOOL_OF_RYE
Pleasantville,RICHARD_G_ROSENTHAL_JCC
Mount kisco,"RICHMOND_CHILDREN'S_CENTER,_INC.,_D"
Staten island,RICHMOND_COUNTY_AMBULANCE
Ripley,RIPLEY_CENTRAL_SCHOOL
Lewiston,"RIVERSHORE,_INC."
Jamaica,R&N_CAR_SERVICE_INC.
Brooklyn,ROBIN_TRANSPORTATION_LTD.
Congers,ROCKLAND_COUNTY_CHPTR_NYSARC_INC.
Rockville centre,ROCKVILLE_CENTRE_UFSD
East rockaway,ROLLING_RIVER_DAY_SCHOOL_CAMP_INC
Williston park,ROMPER_ROOM_NURSERY
Kerhonkson,RONDOUT_CHARTERS
Brooklyn,ROSAL_LIMOUSINES_LTD
Roscoe,ROSCOE_CETRAL_SCHOOL_DISTRICT
Cambria heights,ROSE_DEE_TRANSPORT
Mount sinai,ROSEWOOD_TRANSPORTATION_LLC
Corona,ROSY'S_SERVICES_CORP.
Far rockaway,ROWES_TRAVEL_&_TOURS_INC.
Harrison,RYE_AMBULETTE
Long island city,SAFETY_FIRST_EXPRESS_INC.
Syracuse,SALVATION_ARMY_SYRACUSE_AREA_S
Saratoga springs,SARATOGA_CENTRAL_CATHOLIC
Sauquoit,SAUQUOIT_VALLEY_CENTRAL_SCHOOL
Scarsdale,SCARSDALE_FORD
Schoharie,SCHOHARIE_CENTRAL_SCHOOL
Rye,SCHOOL_OF_THE_HOLY_CHILD
Schroon lake,SCHROON_LAKE_CENTRAL_SCHOOL
Schuylerville,SCHUYLERVILLE_CENTRAL_SCHOOL
Flushing,SERGI'S_PARTY_LIMOUSINE_CORP
New york,"SERVICES_FOR_THE_UNDERSERVED,_INC"
Huntington station,SHANNON_TRANSPORTATION
Canandaigua,SHEPARD_BROTHERS_INC
Sherburne,SHERBURNE_EARLVILLE_CENTRAL_SC
Staten island,SHIRLEY_XIAOLING_NING
East hills,SID_JACOBSON_JCC
Patterson,SILVER_SHIELD_LIMOUSINE_AND_TRANSPO
Great neck,SILVERSTEIN_HEBREW_ACADEMY
New york,SINERGIA_INC
Brooklyn,"S_&_J_TOURS_&_BUS,_INC."
Elmhurst,SKW_TOUR_INC
Brooklyn,SLK_TRANSPORTATION_LLC
Elmhurst,SMART_KIDS_TRANSPORTATION
Smithtown,SMITHTOWN_C.S.D.
Smithtown,SOLID_GOLD_LIMOUSINE
Vestal,SOUTHERN_TIER_MEDI-VAN
Endicott,SOUTHERN_TIER_STAGES_INC.
Jamestown,SOUTHWESTERN_CENTRAL_SCHOOL
Oswego,SOUTHWEST_OSWEGO_BAPTIST_CHURCH
Brooklyn,SOVEREIGN_TRANSPORTION_INC
Brooklyn,SPRING_AMBULETTE_INC
Staten island,STATEN_ISLAND_AID_FOR_RETARDED_CHIL
Jersey city,STATE_TRANSTOURS_CORP
Port jefferson,ST._CHARLES_HOSPITAL
Milton,STEPPING_STONES_EARLY_LERN_CTR_INC.
Brasher falls,ST_LAWRENCE_CENTRAL_SCHOOL
Canton,"ST._LAWRENCE_COUNTY_CHAPTER_NYSARC,"
St. regis falls,ST._REGIS_FALLS_CENTRAL_SCHOOL
Cheektowaga,STUDENT_TRANSPORTATION_OF_AMERICA
Getzville,SUMMIT_EDUCATIONAL_RESOURCES
Glendale,SUNNY_DAYS_TRANSPORTATION
Mastic beach,"SUNNY_LIMO,_INC."
Sunnyside,SUNNYSIDE_COMMUNITY_SERVICES
Greenport,SUNRISE_BUSSES_INC
Staten island,SWIFT_TRANSPORTATION
Syracuse,SYRACUSE_ACADEMY_OF_SCIENCE
Mt vernon,TAKE_GOOD_CARE_TRANSPORTATION
Monsey,TALMUD_TORAH_D'CHASIDEI_OF_MONSEY
Brooklyn,TALMUD_TORAH_IMERI_CHAIM
